Date & time of file creation	31/05/2018 2:11 PM													
Data file path	C:\Users\Seebacher\Desktop\Diego Barneche\31_05_2018\29_C_old_witrox_5.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	59.46	26.47	0.00	100.00	32.40	32.39	0.000						
S WOT 0041 000001   , CH 2	1	59.46	26.47	0.00	100.00	32.40	32.39	0.000						
S WOT 0041 000001   , CH 3	1	59.46	26.47	0.00	100.00	32.40	32.39	0.000						
S WOT 0041 000001   , CH 4	1	59.46	26.47	0.00	100.00	32.40	32.39	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
31/05/2018 2:12:25 PM	3610584745	1013.00	26.55	29.15	104.8	26.63	29.15	104.0	26.53	29.15	105.0	NaN	29.15	NaN
31/05/2018 2:12:26 PM	3610584746	1013.00	26.54	29.15	104.9	26.62	29.15	104.1	26.56	29.15	104.7	NaN	29.15	NaN
31/05/2018 2:12:27 PM	3610584747	1013.00	26.55	29.16	104.8	26.60	29.16	104.3	26.55	29.16	104.8	NaN	29.16	NaN
31/05/2018 2:12:28 PM	3610584748	1013.00	26.54	29.16	104.9	26.58	29.16	104.5	26.49	29.16	105.4	NaN	29.16	NaN
31/05/2018 2:12:29 PM	3610584749	1013.00	26.54	29.16	104.9	26.59	29.16	104.4	26.58	29.16	104.5	NaN	29.16	NaN
