Date & time of file creation	22/06/2018 10:26 AM													
Data file path	C:\Users\ameli\Desktop\Diego Barneche\22_06_2018\29_C_old_witrox_15.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	60.30	28.62	0.00	100.00	19.91	19.92	0.000						
S WOT 0041 000001   , CH 2	1	60.30	28.62	0.00	100.00	19.91	19.92	0.000						
S WOT 0041 000001   , CH 3	1	60.30	28.62	0.00	100.00	19.91	19.92	0.000						
S WOT 0041 000001   , CH 4	1	60.30	28.62	0.00	100.00	19.91	19.92	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
22/06/2018 10:27:36 AM	3612472056	1013.00	26.65	29.26	102.1	26.67	29.26	101.9	26.57	29.26	102.9	NaN	29.26	NaN
22/06/2018 10:27:37 AM	3612472057	1013.00	26.66	29.26	102.0	26.72	29.26	101.4	26.61	29.26	102.5	NaN	29.26	NaN
22/06/2018 10:27:38 AM	3612472058	1013.00	26.66	29.26	102.0	26.72	29.26	101.4	26.61	29.26	102.5	NaN	29.26	NaN
22/06/2018 10:27:39 AM	3612472059	1013.00	26.66	29.27	102.0	26.70	29.27	101.6	26.58	29.27	102.7	NaN	29.27	NaN
22/06/2018 10:27:40 AM	3612472060	1013.00	26.64	29.27	102.2	26.68	29.27	101.8	26.63	29.27	102.3	NaN	29.27	NaN
22/06/2018 10:27:41 AM	3612472061	1013.00	26.66	29.28	101.9	26.69	29.28	101.6	26.59	29.28	102.6	NaN	29.28	NaN
22/06/2018 10:27:42 AM	3612472062	1013.00	26.66	29.28	101.9	26.69	29.28	101.6	26.59	29.28	102.6	NaN	29.28	NaN
22/06/2018 10:27:43 AM	3612472063	1013.00	26.68	29.26	101.8	26.72	29.26	101.4	26.61	29.26	102.5	NaN	29.26	NaN
22/06/2018 10:27:44 AM	3612472064	1013.00	26.65	29.26	102.1	26.72	29.26	101.4	26.62	29.26	102.4	NaN	29.26	NaN
22/06/2018 10:27:45 AM	3612472065	1013.00	26.67	29.26	101.9	26.70	29.26	101.6	26.61	29.26	102.5	NaN	29.26	NaN
22/06/2018 10:27:46 AM	3612472066	1013.00	26.67	29.26	101.9	26.70	29.26	101.6	26.61	29.26	102.5	NaN	29.26	NaN
22/06/2018 10:27:47 AM	3612472067	1013.00	26.66	29.26	102.0	26.71	29.26	101.5	26.61	29.26	102.5	NaN	29.26	NaN
22/06/2018 10:27:48 AM	3612472068	1013.00	26.65	29.26	102.1	26.71	29.26	101.5	26.63	29.26	102.3	NaN	29.26	NaN
22/06/2018 10:27:49 AM	3612472069	1013.00	26.66	29.27	102.0	26.75	29.27	101.1	26.61	29.27	102.4	NaN	29.27	NaN
22/06/2018 10:27:50 AM	3612472070	1013.00	26.66	29.27	102.0	26.75	29.27	101.1	26.61	29.27	102.4	NaN	29.27	NaN
22/06/2018 10:27:51 AM	3612472071	1013.00	26.65	29.26	102.1	26.72	29.26	101.4	26.63	29.26	102.3	NaN	29.26	NaN
22/06/2018 10:27:52 AM	3612472072	1013.00	26.66	29.26	102.0	26.72	29.26	101.4	26.57	29.26	102.9	NaN	29.26	NaN
22/06/2018 10:27:53 AM	3612472073	1013.00	26.64	29.26	102.2	26.75	29.26	101.1	26.59	29.26	102.7	NaN	29.26	NaN
22/06/2018 10:27:54 AM	3612472074	1013.00	26.65	29.26	102.1	26.71	29.26	101.5	26.61	29.26	102.5	NaN	29.26	NaN
22/06/2018 10:27:55 AM	3612472075	1013.00	26.66	29.27	102.0	26.72	29.27	101.4	26.62	29.27	102.4	NaN	29.27	NaN
22/06/2018 10:27:56 AM	3612472076	1013.00	26.68	29.27	101.8	26.68	29.27	101.8	26.62	29.27	102.4	NaN	29.27	NaN
22/06/2018 10:27:57 AM	3612472077	1013.00	26.66	29.27	102.0	26.73	29.27	101.3	26.59	29.27	102.6	NaN	29.27	NaN
22/06/2018 10:27:58 AM	3612472078	1013.00	26.66	29.27	102.0	26.73	29.27	101.3	26.59	29.27	102.6	NaN	29.27	NaN
22/06/2018 10:27:59 AM	3612472079	1013.00	26.67	29.27	101.9	26.74	29.27	101.2	26.59	29.27	102.6	NaN	29.27	NaN
22/06/2018 10:28:00 AM	3612472080	1013.00	26.67	29.27	101.9	26.72	29.27	101.4	26.61	29.27	102.4	NaN	29.27	NaN
22/06/2018 10:28:01 AM	3612472081	1013.00	26.69	29.26	101.7	26.72	29.26	101.4	26.60	29.26	102.6	NaN	29.26	NaN
22/06/2018 10:28:02 AM	3612472082	1013.00	26.69	29.26	101.7	26.72	29.26	101.4	26.60	29.26	102.6	NaN	29.26	NaN
22/06/2018 10:28:03 AM	3612472083	1013.00	26.66	29.26	102.0	26.78	29.26	100.8	26.61	29.26	102.5	NaN	29.26	NaN
22/06/2018 10:28:04 AM	3612472084	1013.00	26.67	29.25	101.9	26.77	29.25	100.9	26.63	29.25	102.3	NaN	29.25	NaN
22/06/2018 10:28:05 AM	3612472085	1013.00	26.64	29.25	102.2	26.73	29.25	101.3	26.61	29.25	102.5	NaN	29.25	NaN
22/06/2018 10:28:06 AM	3612472086	1013.00	26.64	29.25	102.2	26.73	29.25	101.3	26.61	29.25	102.5	NaN	29.25	NaN
22/06/2018 10:28:07 AM	3612472087	1013.00	26.67	29.25	101.9	26.73	29.25	101.3	26.61	29.25	102.5	NaN	29.25	NaN
22/06/2018 10:28:08 AM	3612472088	1013.00	26.66	29.26	102.0	26.76	29.26	101.0	26.63	29.26	102.3	NaN	29.26	NaN
