Date & time of file creation	6/07/2018 1:25 PM													
Data file path	C:\Users\ameli\Desktop\Diego Barneche\06_07_2018\20_C_new_witrox_21.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	59.80	28.15	0.00	100.00	20.06	20.17	0.000						
SDWD0003000199      , CH 2	1	59.80	28.15	0.00	100.00	20.06	20.17	0.000						
SDWD0003000199      , CH 3	1	59.80	28.15	0.00	100.00	20.06	20.17	0.000						
SDWD0003000199      , CH 4	1	59.80	28.15	0.00	100.00	20.06	20.17	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
6/07/2018 1:34:33 PM	3613692873	1013.00	28.76	20.15	94.6	28.55	20.15	96.4	28.25	20.15	99.1	28.20	20.15	99.6
6/07/2018 1:34:34 PM	3613692874	1013.00	28.76	20.15	94.6	28.59	20.15	96.1	28.25	20.15	99.1	28.15	20.15	100.0
6/07/2018 1:34:35 PM	3613692875	1013.00	28.78	20.15	94.4	28.63	20.15	95.7	28.27	20.15	98.9	28.23	20.15	99.3
6/07/2018 1:34:36 PM	3613692876	1013.00	28.75	20.15	94.7	28.59	20.15	96.1	28.28	20.15	98.8	28.20	20.15	99.6
6/07/2018 1:34:37 PM	3613692877	1013.00	28.79	20.16	94.3	28.63	20.16	95.7	28.24	20.16	99.2	28.18	20.16	99.7
6/07/2018 1:34:38 PM	3613692878	1013.00	28.77	20.15	94.5	28.57	20.15	96.2	28.27	20.15	98.9	28.19	20.15	99.7
6/07/2018 1:34:39 PM	3613692879	1013.00	28.71	20.15	95.0	28.60	20.15	96.0	28.20	20.15	99.6	28.19	20.15	99.7
6/07/2018 1:34:40 PM	3613692880	1013.00	28.70	20.15	95.1	28.57	20.15	96.2	28.21	20.15	99.5	28.18	20.15	99.8
6/07/2018 1:34:41 PM	3613692881	1013.00	28.78	20.15	94.4	28.60	20.15	96.0	28.26	20.15	99.0	28.18	20.15	99.8
6/07/2018 1:34:42 PM	3613692882	1013.00	28.73	20.14	94.9	28.61	20.14	95.9	28.29	20.14	98.8	28.23	20.14	99.3
6/07/2018 1:34:43 PM	3613692883	1013.00	28.75	20.14	94.7	28.60	20.14	96.0	28.23	20.14	99.3	28.21	20.14	99.5
6/07/2018 1:34:44 PM	3613692884	1013.00	28.80	20.15	94.2	28.59	20.15	96.1	28.25	20.15	99.1	28.21	20.15	99.5
6/07/2018 1:34:45 PM	3613692885	1013.00	28.73	20.15	94.8	28.61	20.15	95.9	28.30	20.15	98.7	28.22	20.15	99.4
6/07/2018 1:34:46 PM	3613692886	1013.00	28.71	20.15	95.0	28.54	20.15	96.5	28.31	20.15	98.6	28.19	20.15	99.7
6/07/2018 1:34:47 PM	3613692887	1013.00	28.77	20.16	94.5	28.52	20.16	96.7	28.26	20.16	99.0	28.17	20.16	99.8
6/07/2018 1:34:48 PM	3613692888	1013.00	28.75	20.16	94.6	28.59	20.16	96.0	28.26	20.16	99.0	28.25	20.16	99.1
6/07/2018 1:34:49 PM	3613692889	1013.00	28.78	20.16	94.4	28.60	20.16	96.0	28.30	20.16	98.6	28.19	20.16	99.6
6/07/2018 1:34:50 PM	3613692890	1013.00	28.71	20.16	95.0	28.60	20.16	96.0	28.24	20.16	99.2	28.23	20.16	99.3
6/07/2018 1:34:51 PM	3613692891	1013.00	28.73	20.16	94.8	28.56	20.16	96.3	28.28	20.16	98.8	28.25	20.16	99.1
6/07/2018 1:34:52 PM	3613692892	1013.00	28.73	20.16	94.8	28.56	20.16	96.3	28.25	20.16	99.1	28.17	20.16	99.8
6/07/2018 1:34:53 PM	3613692893	1013.00	28.77	20.16	94.5	28.52	20.16	96.7	28.29	20.16	98.7	28.20	20.16	99.6
6/07/2018 1:34:54 PM	3613692894	1013.00	28.76	20.16	94.6	28.53	20.16	96.6	28.24	20.16	99.2	28.22	20.16	99.4
6/07/2018 1:34:55 PM	3613692895	1013.00	28.74	20.15	94.7	28.54	20.15	96.5	28.29	20.15	98.7	28.23	20.15	99.3
6/07/2018 1:34:56 PM	3613692896	1013.00	28.80	20.14	94.2	28.59	20.14	96.1	28.26	20.14	99.0	28.23	20.14	99.3
6/07/2018 1:34:57 PM	3613692897	1013.00	28.75	20.15	94.7	28.61	20.15	95.9	28.22	20.15	99.4	28.22	20.15	99.4
6/07/2018 1:34:58 PM	3613692898	1013.00	28.79	20.15	94.3	28.62	20.15	95.8	28.22	20.15	99.4	28.19	20.15	99.7
6/07/2018 1:34:59 PM	3613692899	1013.00	28.70	20.14	95.1	28.66	20.14	95.5	28.25	20.14	99.1	28.22	20.14	99.4
6/07/2018 1:35:00 PM	3613692900	1013.00	28.73	20.15	94.8	28.58	20.15	96.1	28.29	20.15	98.7	28.19	20.15	99.7
6/07/2018 1:35:01 PM	3613692901	1013.00	28.77	20.15	94.5	28.59	20.15	96.1	28.21	20.15	99.5	28.23	20.15	99.3
6/07/2018 1:35:02 PM	3613692902	1013.00	28.71	20.15	95.0	28.62	20.15	95.8	28.31	20.15	98.6	28.24	20.15	99.2
6/07/2018 1:35:03 PM	3613692903	1013.00	28.74	20.15	94.7	28.57	20.15	96.2	28.24	20.15	99.2	28.19	20.15	99.7
6/07/2018 1:35:04 PM	3613692904	1013.00	28.72	20.15	94.9	28.61	20.15	95.9	28.25	20.15	99.1	28.23	20.15	99.3
6/07/2018 1:35:05 PM	3613692905	1013.00	28.74	20.16	94.7	28.56	20.16	96.3	28.26	20.16	99.0	28.22	20.16	99.4
6/07/2018 1:35:06 PM	3613692906	1013.00	28.73	20.15	94.8	28.58	20.15	96.1	28.25	20.15	99.1	28.24	20.15	99.2
6/07/2018 1:35:07 PM	3613692907	1013.00	28.74	20.15	94.7	28.62	20.15	95.8	28.25	20.15	99.1	28.19	20.15	99.7
6/07/2018 1:35:08 PM	3613692908	1013.00	28.71	20.15	95.0	28.60	20.15	96.0	28.27	20.15	98.9	28.21	20.15	99.5
6/07/2018 1:35:09 PM	3613692909	1013.00	28.70	20.15	95.1	28.60	20.15	96.0	28.30	20.15	98.7	28.22	20.15	99.4
6/07/2018 1:35:10 PM	3613692910	1013.00	28.74	20.15	94.7	28.59	20.15	96.1	28.23	20.15	99.3	28.20	20.15	99.6
6/07/2018 1:35:11 PM	3613692911	1013.00	28.76	20.15	94.6	28.62	20.15	95.8	28.29	20.15	98.7	28.18	20.15	99.8
6/07/2018 1:35:12 PM	3613692912	1013.00	28.75	20.15	94.7	28.56	20.15	96.3	28.26	20.15	99.0	28.22	20.15	99.4
6/07/2018 1:35:13 PM	3613692913	1013.00	28.75	20.15	94.7	28.63	20.15	95.7	28.31	20.15	98.6	28.25	20.15	99.1
6/07/2018 1:35:14 PM	3613692914	1013.00	28.76	20.15	94.6	28.63	20.15	95.7	28.24	20.15	99.2	28.22	20.15	99.4
6/07/2018 1:35:15 PM	3613692915	1013.00	28.76	20.15	94.6	28.57	20.15	96.2	28.20	20.15	99.6	28.20	20.15	99.6
6/07/2018 1:35:16 PM	3613692916	1013.00	28.72	20.15	94.9	28.61	20.15	95.9	28.26	20.15	99.0	28.22	20.15	99.4
6/07/2018 1:35:17 PM	3613692917	1013.00	28.74	20.15	94.7	28.61	20.15	95.9	28.27	20.15	98.9	28.24	20.15	99.2
6/07/2018 1:35:18 PM	3613692918	1013.00	28.74	20.15	94.7	28.62	20.15	95.8	28.20	20.15	99.6	28.24	20.15	99.2
6/07/2018 1:35:19 PM	3613692919	1013.00	28.72	20.15	94.9	28.58	20.15	96.1	28.27	20.15	98.9	28.23	20.15	99.3
6/07/2018 1:35:20 PM	3613692920	1013.00	28.77	20.15	94.5	28.59	20.15	96.1	28.22	20.15	99.4	28.26	20.15	99.0
