Date & time of file creation	7/06/2018 10:25 AM													
Data file path	C:\Users\ameli\Desktop\Diego Barneche\07_06_2018\32_C_new_witrox_9.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	59.19	25.91	0.00	100.00	31.83	32.09	0.000						
SDWD0003000199      , CH 2	1	59.19	25.91	0.00	100.00	31.83	32.09	0.000						
SDWD0003000199      , CH 3	1	59.19	25.91	0.00	100.00	31.83	32.09	0.000						
SDWD0003000199      , CH 4	1	59.19	25.91	0.00	100.00	31.83	32.09	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
7/06/2018 10:27:17 AM	3611176037	1013.00	26.87	32.00	91.3	26.68	32.00	93.0	26.33	32.00	96.1	26.19	32.00	97.5
7/06/2018 10:27:18 AM	3611176038	1013.00	26.90	32.00	91.0	26.71	32.00	92.7	26.34	32.00	96.1	26.13	32.00	98.0
7/06/2018 10:27:19 AM	3611176039	1013.00	26.87	32.00	91.3	26.67	32.00	93.0	26.34	32.00	96.1	26.11	32.00	98.2
7/06/2018 10:27:20 AM	3611176040	1013.00	26.91	32.00	90.9	26.74	32.00	92.4	26.33	32.00	96.1	26.12	32.00	98.1
7/06/2018 10:27:21 AM	3611176041	1013.00	26.91	32.00	90.9	26.66	32.00	93.1	26.37	32.00	95.8	26.14	32.00	97.9
7/06/2018 10:27:22 AM	3611176042	1013.00	26.87	31.99	91.3	26.64	31.99	93.3	26.32	31.99	96.3	26.09	31.99	98.4
7/06/2018 10:27:23 AM	3611176043	1013.00	26.89	31.99	91.1	26.67	31.99	93.1	26.30	31.99	96.4	26.13	31.99	98.0
7/06/2018 10:27:24 AM	3611176044	1013.00	26.85	31.99	91.5	26.70	31.99	92.8	26.32	31.99	96.3	26.10	31.99	98.3
7/06/2018 10:27:25 AM	3611176045	1013.00	26.86	31.99	91.4	26.75	31.99	92.4	26.34	31.99	96.1	26.07	31.99	98.6
7/06/2018 10:27:26 AM	3611176046	1013.00	26.88	31.99	91.2	26.68	31.99	93.0	26.34	31.99	96.1	26.15	31.99	97.9
7/06/2018 10:27:27 AM	3611176047	1013.00	26.87	31.99	91.3	26.68	31.99	93.0	26.31	31.99	96.3	26.09	31.99	98.4
7/06/2018 10:27:28 AM	3611176048	1013.00	26.87	31.99	91.3	26.70	31.99	92.8	26.32	31.99	96.3	26.11	31.99	98.2
7/06/2018 10:27:29 AM	3611176049	1013.00	26.88	32.00	91.2	26.70	32.00	92.8	26.35	32.00	96.0	26.11	32.00	98.2
7/06/2018 10:27:30 AM	3611176050	1013.00	26.89	32.00	91.1	26.69	32.00	92.9	26.30	32.00	96.4	26.13	32.00	98.0
7/06/2018 10:27:31 AM	3611176051	1013.00	26.90	32.00	91.0	26.67	32.00	93.0	26.34	32.00	96.1	26.13	32.00	98.0
7/06/2018 10:27:32 AM	3611176052	1013.00	26.87	32.01	91.3	26.69	32.01	92.9	26.34	32.01	96.0	26.14	32.01	97.9
7/06/2018 10:27:33 AM	3611176053	1013.00	26.85	32.00	91.5	26.72	32.00	92.6	26.34	32.00	96.1	26.09	32.00	98.4
7/06/2018 10:27:34 AM	3611176054	1013.00	26.88	32.00	91.2	26.71	32.00	92.7	26.30	32.00	96.4	26.12	32.00	98.1
7/06/2018 10:27:35 AM	3611176055	1013.00	26.92	32.00	90.9	26.69	32.00	92.9	26.32	32.00	96.2	26.09	32.00	98.4
7/06/2018 10:27:36 AM	3611176056	1013.00	26.85	32.00	91.5	26.68	32.00	93.0	26.31	32.00	96.3	26.10	32.00	98.3
7/06/2018 10:27:37 AM	3611176057	1013.00	26.91	32.00	90.9	26.69	32.00	92.9	26.34	32.00	96.1	26.11	32.00	98.2
7/06/2018 10:27:38 AM	3611176058	1013.00	26.92	32.00	90.9	26.71	32.00	92.7	26.33	32.00	96.1	26.09	32.00	98.4
7/06/2018 10:27:39 AM	3611176059	1013.00	26.92	32.00	90.9	26.67	32.00	93.0	26.35	32.00	96.0	26.15	32.00	97.8
7/06/2018 10:27:40 AM	3611176060	1013.00	26.88	32.00	91.2	26.68	32.00	93.0	26.33	32.00	96.1	26.08	32.00	98.5
7/06/2018 10:27:41 AM	3611176061	1013.00	26.89	32.00	91.1	26.68	32.00	93.0	26.31	32.00	96.3	26.15	32.00	97.8
7/06/2018 10:27:42 AM	3611176062	1013.00	26.91	32.00	90.9	26.66	32.00	93.1	26.33	32.00	96.1	26.07	32.00	98.6
7/06/2018 10:27:43 AM	3611176063	1013.00	26.91	32.00	90.9	26.71	32.00	92.7	26.36	32.00	95.9	26.17	32.00	97.6
7/06/2018 10:27:44 AM	3611176064	1013.00	26.88	32.01	91.2	26.71	32.01	92.7	26.34	32.01	96.0	26.11	32.01	98.2
7/06/2018 10:27:45 AM	3611176065	1013.00	26.89	32.01	91.1	26.68	32.01	92.9	26.35	32.01	95.9	26.09	32.01	98.4
7/06/2018 10:27:46 AM	3611176066	1013.00	26.88	32.01	91.2	26.66	32.01	93.1	26.36	32.01	95.9	26.09	32.01	98.4
7/06/2018 10:27:47 AM	3611176067	1013.00	26.90	32.01	91.0	26.68	32.01	92.9	26.34	32.01	96.0	26.09	32.01	98.4
7/06/2018 10:27:48 AM	3611176068	1013.00	26.90	32.01	91.0	26.71	32.01	92.7	26.33	32.01	96.1	26.12	32.01	98.1
7/06/2018 10:27:49 AM	3611176069	1013.00	26.89	31.99	91.1	26.70	31.99	92.8	26.36	31.99	95.9	26.11	31.99	98.2
7/06/2018 10:27:50 AM	3611176070	1013.00	26.87	31.99	91.3	26.70	31.99	92.8	26.35	31.99	96.0	26.10	31.99	98.3
7/06/2018 10:27:51 AM	3611176071	1013.00	26.89	31.99	91.1	26.72	31.99	92.6	26.34	31.99	96.1	26.08	31.99	98.5
7/06/2018 10:27:52 AM	3611176072	1013.00	26.89	32.00	91.1	26.68	32.00	93.0	26.37	32.00	95.8	26.11	32.00	98.2
7/06/2018 10:27:53 AM	3611176073	1013.00	26.92	31.99	90.9	26.71	31.99	92.7	26.35	31.99	96.0	26.14	31.99	97.9
7/06/2018 10:27:54 AM	3611176074	1013.00	26.91	32.01	90.9	26.69	32.01	92.9	26.34	32.01	96.0	26.12	32.01	98.1
7/06/2018 10:27:56 AM	3611176076	1013.00	26.90	32.01	91.0	26.69	32.01	92.9	26.31	32.01	96.3	26.12	32.01	98.1
7/06/2018 10:27:57 AM	3611176077	1013.00	26.92	32.00	90.9	26.70	32.00	92.8	26.34	32.00	96.1	26.16	32.00	97.7
7/06/2018 10:27:58 AM	3611176078	1013.00	26.92	32.01	90.8	26.71	32.01	92.7	26.35	32.01	95.9	26.09	32.01	98.4
7/06/2018 10:27:59 AM	3611176079	1013.00	26.91	32.00	90.9	26.72	32.00	92.6	26.30	32.00	96.4	26.09	32.00	98.4
7/06/2018 10:28:00 AM	3611176080	1013.00	26.91	32.00	90.9	26.71	32.00	92.7	26.34	32.00	96.1	26.15	32.00	97.8
7/06/2018 10:28:01 AM	3611176081	1013.00	26.91	32.00	90.9	26.68	32.00	93.0	26.33	32.00	96.1	26.10	32.00	98.3
7/06/2018 10:28:02 AM	3611176082	1013.00	26.93	32.00	90.8	26.69	32.00	92.9	26.29	32.00	96.5	26.17	32.00	97.6
7/06/2018 10:28:03 AM	3611176083	1013.00	26.88	32.00	91.2	26.69	32.00	92.9	26.32	32.00	96.2	26.10	32.00	98.3
7/06/2018 10:28:04 AM	3611176084	1013.00	26.94	32.00	90.7	26.67	32.00	93.0	26.32	32.00	96.2	26.16	32.00	97.7
7/06/2018 10:28:05 AM	3611176085	1013.00	26.91	32.01	90.9	26.67	32.01	93.0	26.34	32.01	96.0	26.13	32.01	98.0
7/06/2018 10:28:06 AM	3611176086	1013.00	26.91	32.01	90.9	26.69	32.01	92.9	26.31	32.01	96.3	26.09	32.01	98.4
7/06/2018 10:28:07 AM	3611176087	1013.00	26.92	32.01	90.8	26.69	32.01	92.9	26.37	32.01	95.8	26.09	32.01	98.4
7/06/2018 10:28:08 AM	3611176088	1013.00	26.90	32.01	91.0	26.72	32.01	92.6	26.37	32.01	95.8	26.15	32.01	97.8
7/06/2018 10:28:09 AM	3611176089	1013.00	26.93	32.01	90.8	26.66	32.01	93.1	26.35	32.01	95.9	26.14	32.01	97.9
7/06/2018 10:28:10 AM	3611176090	1013.00	26.90	32.00	91.0	26.71	32.00	92.7	26.37	32.00	95.8	26.12	32.00	98.1
7/06/2018 10:28:11 AM	3611176091	1013.00	26.97	32.00	90.4	26.70	32.00	92.8	26.35	32.00	96.0	26.14	32.00	97.9
7/06/2018 10:28:12 AM	3611176092	1013.00	26.93	32.01	90.8	26.70	32.01	92.8	26.36	32.01	95.9	26.14	32.01	97.9
