Date & time of file creation	30/05/2018 10:52 AM													
Data file path	C:\Users\Seebacher\Desktop\Diego Barneche\30_05_2018\26_C_old_witrox_4.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	59.65	27.67	0.00	100.00	26.02	26.06	0.000						
S WOT 0041 000001   , CH 2	1	59.65	27.67	0.00	100.00	26.02	26.06	0.000						
S WOT 0041 000001   , CH 3	1	59.65	27.67	0.00	100.00	26.02	26.06	0.000						
S WOT 0041 000001   , CH 4	1	59.65	27.67	0.00	100.00	26.02	26.06	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
30/05/2018 10:53:54 AM	3610486434	1013.00	26.97	25.90	107.1	27.30	25.90	103.8	26.94	25.90	107.4	NaN	25.90	NaN
30/05/2018 10:53:55 AM	3610486435	1013.00	27.01	25.90	106.7	27.25	25.90	104.3	26.92	25.90	107.6	NaN	25.90	NaN
30/05/2018 10:53:56 AM	3610486436	1013.00	26.98	25.91	107.0	27.32	25.91	103.6	26.92	25.91	107.6	NaN	25.91	NaN
30/05/2018 10:53:57 AM	3610486437	1013.00	26.99	25.91	106.9	27.29	25.91	103.9	26.95	25.91	107.3	NaN	25.91	NaN
30/05/2018 10:53:58 AM	3610486438	1013.00	26.98	25.91	107.0	27.32	25.91	103.6	26.93	25.91	107.5	NaN	25.91	NaN
30/05/2018 10:53:59 AM	3610486439	1013.00	26.97	25.91	107.1	27.27	25.91	104.1	26.97	25.91	107.1	NaN	25.91	NaN
30/05/2018 10:54:00 AM	3610486440	1013.00	27.00	25.91	106.8	27.32	25.91	103.6	26.90	25.91	107.8	NaN	25.91	NaN
30/05/2018 10:54:01 AM	3610486441	1013.00	26.99	25.91	106.9	27.30	25.91	103.8	26.96	25.91	107.2	NaN	25.91	NaN
30/05/2018 10:54:02 AM	3610486442	1013.00	26.98	25.91	107.0	27.32	25.91	103.6	26.95	25.91	107.3	NaN	25.91	NaN
30/05/2018 10:54:03 AM	3610486443	1013.00	26.98	25.91	107.0	27.28	25.91	104.0	26.95	25.91	107.3	NaN	25.91	NaN
30/05/2018 10:54:04 AM	3610486444	1013.00	26.96	25.91	107.2	27.32	25.91	103.6	26.90	25.91	107.8	NaN	25.91	NaN
30/05/2018 10:54:05 AM	3610486445	1013.00	26.97	25.91	107.1	27.27	25.91	104.1	26.90	25.91	107.8	NaN	25.91	NaN
30/05/2018 10:54:06 AM	3610486446	1013.00	26.98	25.91	107.0	27.29	25.91	103.9	26.89	25.91	107.9	NaN	25.91	NaN
30/05/2018 10:54:07 AM	3610486447	1013.00	26.99	25.91	106.9	27.31	25.91	103.7	26.93	25.91	107.5	NaN	25.91	NaN
30/05/2018 10:54:08 AM	3610486448	1013.00	26.99	25.90	106.9	27.33	25.90	103.5	26.92	25.90	107.6	NaN	25.90	NaN
30/05/2018 10:54:09 AM	3610486449	1013.00	26.98	25.90	107.0	27.30	25.90	103.8	26.90	25.90	107.8	NaN	25.90	NaN
30/05/2018 10:54:10 AM	3610486450	1013.00	26.99	25.90	106.9	27.28	25.90	104.0	26.94	25.90	107.4	NaN	25.90	NaN
