Date & time of file creation	1/06/2018 10:58 AM													
Data file path	C:\Users\Seebacher\Desktop\Diego Barneche\01_06_2018\20_C_old_witrox_4.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	60.25	28.58	0.00	100.00	20.20	20.32	0.000						
S WOT 0041 000001   , CH 2	1	60.25	28.58	0.00	100.00	20.20	20.32	0.000						
S WOT 0041 000001   , CH 3	1	60.25	28.58	0.00	100.00	20.20	20.32	0.000						
S WOT 0041 000001   , CH 4	1	60.25	28.58	0.00	100.00	20.20	20.32	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
1/06/2018 10:59:24 AM	3610659564	1013.00	27.87	20.14	107.1	27.90	20.14	106.8	27.78	20.14	108.0	27.77	20.14	108.1
1/06/2018 10:59:25 AM	3610659565	1013.00	27.86	20.13	107.2	27.88	20.13	107.0	27.80	20.13	107.9	27.78	20.13	108.1
1/06/2018 10:59:26 AM	3610659566	1013.00	27.87	20.13	107.1	27.87	20.13	107.1	27.79	20.13	108.0	27.77	20.13	108.2
1/06/2018 10:59:27 AM	3610659567	1013.00	27.88	20.13	107.0	27.88	20.13	107.0	27.78	20.13	108.1	27.80	20.13	107.9
1/06/2018 10:59:28 AM	3610659568	1013.00	27.89	20.13	106.9	27.89	20.13	106.9	27.79	20.13	108.0	27.77	20.13	108.2
1/06/2018 10:59:29 AM	3610659569	1013.00	27.88	20.13	107.0	27.88	20.13	107.0	27.80	20.13	107.9	27.81	20.13	107.7
1/06/2018 10:59:30 AM	3610659570	1013.00	27.87	20.14	107.1	27.88	20.14	107.0	27.75	20.14	108.3	27.80	20.14	107.8
1/06/2018 10:59:32 AM	3610659572	1013.00	27.89	20.14	106.9	27.89	20.14	106.9	27.81	20.14	107.7	27.80	20.14	107.8
1/06/2018 10:59:32 AM	3610659572	1013.00	27.88	20.15	107.0	27.87	20.15	107.1	27.80	20.15	107.8	27.78	20.15	108.0
1/06/2018 10:59:33 AM	3610659573	1013.00	27.88	20.15	107.0	27.86	20.15	107.2	27.76	20.15	108.2	27.81	20.15	107.7
1/06/2018 10:59:34 AM	3610659574	1013.00	27.88	20.15	107.0	27.88	20.15	107.0	27.78	20.15	108.0	27.76	20.15	108.2
1/06/2018 10:59:35 AM	3610659575	1013.00	27.87	20.14	107.1	27.87	20.14	107.1	27.73	20.14	108.5	27.77	20.14	108.1
1/06/2018 10:59:37 AM	3610659577	1013.00	27.86	20.13	107.2	27.87	20.13	107.1	27.74	20.13	108.5	27.78	20.13	108.1
1/06/2018 10:59:38 AM	3610659578	1013.00	27.88	20.14	107.0	27.91	20.14	106.7	27.75	20.14	108.3	27.80	20.14	107.8
1/06/2018 10:59:39 AM	3610659579	1013.00	27.87	20.14	107.1	27.89	20.14	106.9	27.77	20.14	108.1	27.78	20.14	108.0
1/06/2018 10:59:40 AM	3610659580	1013.00	27.88	20.14	107.0	27.88	20.14	107.0	27.79	20.14	107.9	27.77	20.14	108.1
1/06/2018 10:59:40 AM	3610659580	1013.00	27.86	20.14	107.2	27.85	20.14	107.3	27.79	20.14	107.9	27.79	20.14	107.9
1/06/2018 10:59:42 AM	3610659582	1013.00	27.89	20.16	106.9	27.83	20.16	107.5	27.74	20.16	108.4	27.79	20.16	107.9
1/06/2018 10:59:43 AM	3610659583	1013.00	27.87	20.15	107.1	27.90	20.15	106.8	27.75	20.15	108.3	27.79	20.15	107.9
1/06/2018 10:59:44 AM	3610659584	1013.00	27.86	20.15	107.2	27.88	20.15	107.0	27.75	20.15	108.3	27.80	20.15	107.8
1/06/2018 10:59:45 AM	3610659585	1013.00	27.86	20.15	107.2	27.89	20.15	106.9	27.76	20.15	108.2	27.77	20.15	108.1
1/06/2018 10:59:45 AM	3610659585	1013.00	27.87	20.15	107.1	27.91	20.15	106.7	27.71	20.15	108.7	27.80	20.15	107.8
1/06/2018 10:59:47 AM	3610659587	1013.00	27.89	20.15	106.9	27.86	20.15	107.2	27.76	20.15	108.2	27.79	20.15	107.9
1/06/2018 10:59:48 AM	3610659588	1013.00	27.88	20.14	107.0	27.88	20.14	107.0	27.74	20.14	108.4	27.77	20.14	108.1
1/06/2018 10:59:49 AM	3610659589	1013.00	27.86	20.13	107.2	27.89	20.13	106.9	27.80	20.13	107.9	27.81	20.13	107.7
1/06/2018 10:59:49 AM	3610659589	1013.00	27.86	20.13	107.2	27.89	20.13	106.9	27.77	20.13	108.2	27.79	20.13	108.0
1/06/2018 10:59:50 AM	3610659590	1013.00	27.88	20.13	107.0	27.90	20.13	106.9	27.74	20.13	108.5	27.75	20.13	108.4
1/06/2018 10:59:51 AM	3610659591	1013.00	27.89	20.13	106.9	27.81	20.13	107.7	27.77	20.13	108.2	27.79	20.13	108.0
1/06/2018 10:59:52 AM	3610659592	1013.00	27.88	20.14	107.0	27.87	20.14	107.1	27.76	20.14	108.2	27.78	20.14	108.0
1/06/2018 10:59:54 AM	3610659594	1013.00	27.86	20.14	107.2	27.87	20.14	107.1	27.76	20.14	108.2	27.77	20.14	108.1
1/06/2018 10:59:55 AM	3610659595	1013.00	27.87	20.14	107.1	27.88	20.14	107.0	27.74	20.14	108.4	27.74	20.14	108.4
1/06/2018 10:59:55 AM	3610659595	1013.00	27.87	20.14	107.1	27.86	20.14	107.2	27.76	20.14	108.2	27.77	20.14	108.1
1/06/2018 10:59:56 AM	3610659596	1013.00	27.89	20.14	106.9	27.88	20.14	107.0	27.74	20.14	108.4	27.80	20.14	107.8
1/06/2018 10:59:57 AM	3610659597	1013.00	27.89	20.14	106.9	27.85	20.14	107.3	27.77	20.14	108.1	27.81	20.14	107.7
1/06/2018 10:59:59 AM	3610659599	1013.00	27.87	20.14	107.1	27.88	20.14	107.0	27.78	20.14	108.0	27.76	20.14	108.2
1/06/2018 10:59:59 AM	3610659599	1013.00	27.89	20.13	106.9	27.85	20.13	107.3	27.77	20.13	108.2	27.79	20.13	108.0
1/06/2018 11:00:01 AM	3610659601	1013.00	27.86	20.14	107.2	27.88	20.14	107.0	27.78	20.14	108.0	27.76	20.14	108.2
1/06/2018 11:00:01 AM	3610659601	1013.00	27.88	20.13	107.0	27.86	20.13	107.2	27.76	20.13	108.3	27.76	20.13	108.3
1/06/2018 11:00:02 AM	3610659602	1013.00	27.88	20.13	107.0	27.89	20.13	106.9	27.78	20.13	108.1	27.76	20.13	108.3
1/06/2018 11:00:03 AM	3610659603	1013.00	27.90	20.13	106.9	27.86	20.13	107.2	27.79	20.13	108.0	27.76	20.13	108.3
1/06/2018 11:00:04 AM	3610659604	1013.00	27.88	20.14	107.0	27.88	20.14	107.0	27.82	20.14	107.6	27.78	20.14	108.0
1/06/2018 11:00:05 AM	3610659605	1013.00	27.90	20.14	106.8	27.85	20.14	107.3	27.76	20.14	108.2	27.79	20.14	107.9
1/06/2018 11:00:07 AM	3610659607	1013.00	27.88	20.14	107.0	27.89	20.14	106.9	27.81	20.14	107.7	27.81	20.14	107.7
1/06/2018 11:00:07 AM	3610659607	1013.00	27.88	20.14	107.0	27.92	20.14	106.6	27.75	20.14	108.3	27.77	20.14	108.1
1/06/2018 11:00:09 AM	3610659609	1013.00	27.87	20.14	107.1	27.89	20.14	106.9	27.80	20.14	107.8	27.79	20.14	107.9
1/06/2018 11:00:10 AM	3610659610	1013.00	27.91	20.13	106.8	27.88	20.13	107.0	27.78	20.13	108.1	27.77	20.13	108.2
1/06/2018 11:00:11 AM	3610659611	1013.00	27.88	20.13	107.0	27.91	20.13	106.8	27.82	20.13	107.6	27.78	20.13	108.1
1/06/2018 11:00:12 AM	3610659612	1013.00	27.88	20.13	107.0	27.90	20.13	106.9	27.76	20.13	108.3	27.80	20.13	107.9
1/06/2018 11:00:12 AM	3610659612	1013.00	27.89	20.13	106.9	27.89	20.13	106.9	27.75	20.13	108.4	27.78	20.13	108.1
1/06/2018 11:00:13 AM	3610659613	1013.00	27.86	20.13	107.2	27.88	20.13	107.0	27.75	20.13	108.4	27.77	20.13	108.2
1/06/2018 11:00:15 AM	3610659615	1013.00	27.89	20.14	106.9	27.88	20.14	107.0	27.82	20.14	107.6	27.77	20.14	108.1
1/06/2018 11:00:16 AM	3610659616	1013.00	27.90	20.13	106.9	27.86	20.13	107.2	27.76	20.13	108.3	27.79	20.13	108.0
1/06/2018 11:00:17 AM	3610659617	1013.00	27.88	20.13	107.0	27.90	20.13	106.9	27.74	20.13	108.5	27.78	20.13	108.1
1/06/2018 11:00:17 AM	3610659617	1013.00	27.88	20.13	107.0	27.87	20.13	107.1	27.76	20.13	108.3	27.80	20.13	107.9
1/06/2018 11:00:18 AM	3610659618	1013.00	27.91	20.14	106.7	27.86	20.14	107.2	27.79	20.14	107.9	27.77	20.14	108.1
1/06/2018 11:00:19 AM	3610659619	1013.00	27.89	20.14	106.9	27.87	20.14	107.1	27.77	20.14	108.1	27.81	20.14	107.7
1/06/2018 11:00:21 AM	3610659621	1013.00	27.90	20.14	106.8	27.88	20.14	107.0	27.77	20.14	108.1	27.76	20.14	108.2
1/06/2018 11:00:22 AM	3610659622	1013.00	27.92	20.14	106.6	27.87	20.14	107.1	27.78	20.14	108.0	27.80	20.14	107.8
1/06/2018 11:00:23 AM	3610659623	1013.00	27.88	20.13	107.0	27.91	20.13	106.8	27.78	20.13	108.1	27.78	20.13	108.1
1/06/2018 11:00:23 AM	3610659623	1013.00	27.87	20.12	107.2	27.87	20.12	107.2	27.78	20.12	108.1	27.76	20.12	108.3
1/06/2018 11:00:24 AM	3610659624	1013.00	27.90	20.13	106.9	27.87	20.13	107.1	27.77	20.13	108.2	27.78	20.13	108.1
1/06/2018 11:00:25 AM	3610659625	1013.00	27.88	20.13	107.0	27.87	20.13	107.1	27.80	20.13	107.9	27.77	20.13	108.2
1/06/2018 11:00:27 AM	3610659627	1013.00	27.87	20.13	107.1	27.92	20.13	106.7	27.80	20.13	107.9	27.79	20.13	108.0
1/06/2018 11:00:27 AM	3610659627	1013.00	27.87	20.14	107.1	27.88	20.14	107.0	27.78	20.14	108.0	27.78	20.14	108.0
1/06/2018 11:00:29 AM	3610659629	1013.00	27.87	20.14	107.1	27.87	20.14	107.1	27.79	20.14	107.9	27.78	20.14	108.0
