Date & time of file creation	21/06/2018 1:15 PM													
Data file path	C:\Users\ameli\Desktop\Diego Barneche\21_06_2018\29_C_old_witrox_14.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	59.37	26.72	0.00	100.00	32.10	31.95	0.000						
S WOT 0041 000001   , CH 2	1	59.37	26.72	0.00	100.00	32.10	31.95	0.000						
S WOT 0041 000001   , CH 3	1	59.37	26.72	0.00	100.00	32.10	31.95	0.000						
S WOT 0041 000001   , CH 4	1	59.37	26.72	0.00	100.00	32.10	31.95	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
21/06/2018 1:16:25 PM	3612395785	1013.00	26.59	29.69	105.2	26.67	29.69	104.4	26.62	29.69	104.9	NaN	29.69	NaN
21/06/2018 1:16:26 PM	3612395786	1013.00	26.60	29.69	105.1	26.64	29.69	104.7	26.62	29.69	104.9	NaN	29.69	NaN
21/06/2018 1:16:27 PM	3612395787	1013.00	26.59	29.20	106.1	26.64	29.20	105.6	26.56	29.20	106.4	NaN	29.20	NaN
21/06/2018 1:16:28 PM	3612395788	1013.00	26.58	29.21	106.2	26.69	29.21	105.1	26.57	29.21	106.3	NaN	29.21	NaN
21/06/2018 1:16:29 PM	3612395789	1013.00	26.60	29.21	106.0	26.66	29.21	105.4	26.60	29.21	106.0	NaN	29.21	NaN
21/06/2018 1:16:30 PM	3612395790	1013.00	26.60	29.20	106.0	26.64	29.20	105.6	26.60	29.20	106.0	NaN	29.20	NaN
21/06/2018 1:16:31 PM	3612395791	1013.00	26.58	29.19	106.3	26.63	29.19	105.8	26.58	29.19	106.3	NaN	29.19	NaN
