Date & time of file creation	28/06/2018 1:10 PM													
Data file path	C:\Users\ameli\Desktop\Diego Barneche\28_06_2018\29_C_new_witrox_17.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	59.07	26.13	0.00	100.00	32.11	32.13	0.000						
SDWD0003000199      , CH 2	1	59.07	26.13	0.00	100.00	32.11	32.13	0.000						
SDWD0003000199      , CH 3	1	59.07	26.13	0.00	100.00	32.11	32.13	0.000						
SDWD0003000199      , CH 4	1	59.07	26.13	0.00	100.00	32.11	32.13	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
28/06/2018 1:12:33 PM	3613000353	1013.00	27.45	28.97	93.0	27.13	28.97	95.8	26.93	28.97	97.7	26.77	28.97	99.2
28/06/2018 1:12:34 PM	3613000354	1013.00	27.42	28.97	93.2	27.08	28.97	96.3	26.87	28.97	98.2	26.72	28.97	99.6
28/06/2018 1:12:35 PM	3613000355	1013.00	27.44	28.97	93.0	27.08	28.97	96.3	26.92	28.97	97.7	26.80	28.97	98.9
28/06/2018 1:12:36 PM	3613000356	1013.00	27.46	28.98	92.9	27.12	28.98	95.9	26.91	28.98	97.8	26.79	28.98	98.9
28/06/2018 1:12:37 PM	3613000357	1013.00	27.48	28.98	92.7	27.10	28.98	96.1	26.89	28.98	98.0	26.70	28.98	99.8
28/06/2018 1:12:38 PM	3613000358	1013.00	27.46	28.97	92.9	27.13	28.97	95.8	26.88	28.97	98.1	26.77	28.97	99.2
28/06/2018 1:12:39 PM	3613000359	1013.00	27.45	28.97	93.0	27.03	28.97	96.7	26.89	28.97	98.0	26.72	28.97	99.6
28/06/2018 1:12:40 PM	3613000360	1013.00	27.45	28.97	93.0	27.09	28.97	96.2	26.89	28.97	98.0	26.77	28.97	99.2
28/06/2018 1:12:41 PM	3613000361	1013.00	27.46	28.97	92.9	27.15	28.97	95.6	26.91	28.97	97.8	26.70	28.97	99.8
28/06/2018 1:12:42 PM	3613000362	1013.00	27.43	28.97	93.1	27.14	28.97	95.7	26.87	28.97	98.2	26.75	28.97	99.3
28/06/2018 1:12:43 PM	3613000363	1013.00	27.45	28.97	93.0	27.10	28.97	96.1	26.87	28.97	98.2	26.75	28.97	99.3
28/06/2018 1:12:44 PM	3613000364	1013.00	27.45	28.98	92.9	27.08	28.98	96.3	26.91	28.98	97.8	26.77	28.98	99.1
28/06/2018 1:12:44 PM	3613000364	1013.00	27.45	28.98	92.9	27.15	28.98	95.6	26.88	28.98	98.1	26.71	28.98	99.7
28/06/2018 1:12:46 PM	3613000366	1013.00	27.42	28.98	93.2	27.07	28.98	96.3	26.87	28.98	98.2	26.68	28.98	100.0
28/06/2018 1:12:47 PM	3613000367	1013.00	27.45	28.99	92.9	27.10	28.99	96.1	26.89	28.99	98.0	26.74	28.99	99.4
28/06/2018 1:12:48 PM	3613000368	1013.00	27.44	28.99	93.0	27.10	28.99	96.1	26.91	28.99	97.8	26.73	28.99	99.5
28/06/2018 1:12:49 PM	3613000369	1013.00	27.49	28.98	92.6	27.14	28.98	95.7	26.90	28.98	97.9	26.69	28.98	99.9
28/06/2018 1:12:50 PM	3613000370	1013.00	27.45	28.98	92.9	27.10	28.98	96.1	26.90	28.98	97.9	26.75	28.98	99.3
28/06/2018 1:12:51 PM	3613000371	1013.00	27.44	28.97	93.0	27.10	28.97	96.1	26.91	28.97	97.8	26.71	28.97	99.7
28/06/2018 1:12:52 PM	3613000372	1013.00	27.46	28.97	92.9	27.15	28.97	95.6	26.90	28.97	97.9	26.77	28.97	99.2
28/06/2018 1:12:53 PM	3613000373	1013.00	27.43	28.97	93.1	27.17	28.97	95.5	26.86	28.97	98.3	26.73	28.97	99.5
28/06/2018 1:12:54 PM	3613000374	1013.00	27.49	28.98	92.6	27.09	28.98	96.2	26.91	28.98	97.8	26.76	28.98	99.2
28/06/2018 1:12:55 PM	3613000375	1013.00	27.45	28.98	92.9	27.13	28.98	95.8	26.90	28.98	97.9	26.73	28.98	99.5
28/06/2018 1:12:56 PM	3613000376	1013.00	27.43	28.98	93.1	27.11	28.98	96.0	26.86	28.98	98.3	26.70	28.98	99.8
28/06/2018 1:12:57 PM	3613000377	1013.00	27.45	28.98	92.9	27.10	28.98	96.1	26.86	28.98	98.3	26.77	28.98	99.1
28/06/2018 1:12:58 PM	3613000378	1013.00	27.46	28.97	92.9	27.12	28.97	95.9	26.88	28.97	98.1	26.74	28.97	99.4
28/06/2018 1:12:59 PM	3613000379	1013.00	27.49	28.98	92.6	27.17	28.98	95.4	26.93	28.98	97.6	26.77	28.98	99.1
28/06/2018 1:13:00 PM	3613000380	1013.00	27.46	28.97	92.9	27.18	28.97	95.4	26.92	28.97	97.7	26.75	28.97	99.3
28/06/2018 1:13:00 PM	3613000380	1013.00	27.44	28.97	93.0	27.09	28.97	96.2	26.90	28.97	97.9	26.80	28.97	98.9
28/06/2018 1:13:02 PM	3613000382	1013.00	27.42	28.97	93.2	27.12	28.97	95.9	26.87	28.97	98.2	26.72	28.97	99.6
28/06/2018 1:13:03 PM	3613000383	1013.00	27.48	28.97	92.7	27.13	28.97	95.8	26.90	28.97	97.9	26.77	28.97	99.2
28/06/2018 1:13:04 PM	3613000384	1013.00	27.49	28.97	92.6	27.18	28.97	95.4	26.90	28.97	97.9	26.78	28.97	99.1
28/06/2018 1:13:05 PM	3613000385	1013.00	27.45	28.97	93.0	27.17	28.97	95.5	26.93	28.97	97.7	26.71	28.97	99.7
28/06/2018 1:13:06 PM	3613000386	1013.00	27.46	28.97	92.9	27.15	28.97	95.6	26.88	28.97	98.1	26.81	28.97	98.8
28/06/2018 1:13:07 PM	3613000387	1013.00	27.47	28.98	92.8	27.13	28.98	95.8	26.90	28.98	97.9	26.78	28.98	99.0
28/06/2018 1:13:08 PM	3613000388	1013.00	27.47	28.98	92.8	27.11	28.98	96.0	26.89	28.98	98.0	26.82	28.98	98.7
28/06/2018 1:13:09 PM	3613000389	1013.00	27.44	28.97	93.0	27.08	28.97	96.3	26.87	28.97	98.2	26.77	28.97	99.2
28/06/2018 1:13:10 PM	3613000390	1013.00	27.45	28.97	93.0	27.19	28.97	95.3	26.92	28.97	97.7	26.77	28.97	99.2
28/06/2018 1:13:11 PM	3613000391	1013.00	27.46	28.97	92.9	27.11	28.97	96.0	26.89	28.97	98.0	26.82	28.97	98.7
28/06/2018 1:13:12 PM	3613000392	1013.00	27.44	28.97	93.0	27.13	28.97	95.8	26.93	28.97	97.7	26.77	28.97	99.2
28/06/2018 1:13:13 PM	3613000393	1013.00	27.51	28.97	92.4	27.05	28.97	96.5	26.91	28.97	97.8	26.82	28.97	98.7
28/06/2018 1:13:14 PM	3613000394	1013.00	27.48	28.98	92.7	27.09	28.98	96.2	26.90	28.98	97.9	26.74	28.98	99.4
28/06/2018 1:13:15 PM	3613000395	1013.00	27.50	28.97	92.5	27.13	28.97	95.8	26.89	28.97	98.0	26.79	28.97	99.0
28/06/2018 1:13:16 PM	3613000396	1013.00	27.47	28.97	92.8	27.10	28.97	96.1	26.89	28.97	98.0	26.79	28.97	99.0
28/06/2018 1:13:17 PM	3613000397	1013.00	27.45	28.98	92.9	27.14	28.98	95.7	26.91	28.98	97.8	26.83	28.98	98.6
28/06/2018 1:13:18 PM	3613000398	1013.00	27.47	28.98	92.8	27.14	28.98	95.7	26.92	28.98	97.7	26.79	28.98	98.9
28/06/2018 1:13:19 PM	3613000399	1013.00	27.45	28.98	92.9	27.12	28.98	95.9	26.90	28.98	97.9	26.82	28.98	98.7
28/06/2018 1:13:20 PM	3613000400	1013.00	27.50	28.99	92.5	27.21	28.99	95.1	26.92	28.99	97.7	26.79	28.99	98.9
28/06/2018 1:13:21 PM	3613000401	1013.00	27.49	28.98	92.6	27.14	28.98	95.7	26.92	28.98	97.7	26.76	28.98	99.2
28/06/2018 1:13:22 PM	3613000402	1013.00	27.49	28.98	92.6	27.17	28.98	95.4	26.89	28.98	98.0	26.86	28.98	98.3
28/06/2018 1:13:23 PM	3613000403	1013.00	27.48	28.98	92.7	27.19	28.98	95.3	26.91	28.98	97.8	26.79	28.98	98.9
28/06/2018 1:13:24 PM	3613000404	1013.00	27.47	28.98	92.8	27.08	28.98	96.3	26.90	28.98	97.9	26.92	28.98	97.7
28/06/2018 1:13:25 PM	3613000405	1013.00	27.48	28.99	92.7	27.12	28.99	95.9	26.88	28.99	98.1	26.86	28.99	98.3
28/06/2018 1:13:26 PM	3613000406	1013.00	27.47	28.99	92.8	27.15	28.99	95.6	26.93	28.99	97.6	26.87	28.99	98.2
28/06/2018 1:13:27 PM	3613000407	1013.00	27.49	28.99	92.6	27.14	28.99	95.7	26.93	28.99	97.6	26.80	28.99	98.8
28/06/2018 1:13:28 PM	3613000408	1013.00	27.49	28.99	92.6	27.15	28.99	95.6	26.91	28.99	97.8	26.81	28.99	98.7
28/06/2018 1:13:29 PM	3613000409	1013.00	27.45	28.99	92.9	27.12	28.99	95.9	26.89	28.99	98.0	26.84	28.99	98.5
28/06/2018 1:13:30 PM	3613000410	1013.00	27.48	28.99	92.7	27.17	28.99	95.4	26.94	28.99	97.5	26.91	28.99	97.8
28/06/2018 1:13:31 PM	3613000411	1013.00	27.48	28.99	92.7	27.14	28.99	95.7	26.95	28.99	97.4	26.85	28.99	98.4
28/06/2018 1:13:32 PM	3613000412	1013.00	27.48	28.98	92.7	27.14	28.98	95.7	26.91	28.98	97.8	26.85	28.98	98.4
28/06/2018 1:13:33 PM	3613000413	1013.00	27.47	28.99	92.8	27.14	28.99	95.7	26.88	28.99	98.1	26.81	28.99	98.7
28/06/2018 1:13:34 PM	3613000414	1013.00	27.44	28.98	93.0	27.11	28.98	96.0	26.92	28.98	97.7	26.82	28.98	98.7
28/06/2018 1:13:35 PM	3613000415	1013.00	27.50	28.98	92.5	27.12	28.98	95.9	26.88	28.98	98.1	26.87	28.98	98.2
28/06/2018 1:13:36 PM	3613000416	1013.00	27.49	28.98	92.6	27.15	28.98	95.6	26.87	28.98	98.2	26.90	28.98	97.9
28/06/2018 1:13:37 PM	3613000417	1013.00	27.49	28.98	92.6	27.14	28.98	95.7	26.93	28.98	97.6	26.91	28.98	97.8
28/06/2018 1:13:38 PM	3613000418	1013.00	27.52	28.98	92.3	27.16	28.98	95.5	26.89	28.98	98.0	26.90	28.98	97.9
28/06/2018 1:13:39 PM	3613000419	1013.00	27.50	28.97	92.5	27.20	28.97	95.2	26.91	28.97	97.8	26.84	28.97	98.5
28/06/2018 1:13:40 PM	3613000420	1013.00	27.50	28.97	92.5	27.16	28.97	95.5	26.88	28.97	98.1	26.91	28.97	97.8
28/06/2018 1:13:41 PM	3613000421	1013.00	27.52	28.97	92.3	27.11	28.97	96.0	26.90	28.97	97.9	26.93	28.97	97.7
28/06/2018 1:13:42 PM	3613000422	1013.00	27.53	28.97	92.3	27.14	28.97	95.7	26.89	28.97	98.0	26.85	28.97	98.4
28/06/2018 1:13:43 PM	3613000423	1013.00	27.51	28.97	92.4	27.17	28.97	95.5	26.90	28.97	97.9	26.90	28.97	97.9
28/06/2018 1:13:44 PM	3613000424	1013.00	27.52	28.98	92.3	27.16	28.98	95.5	26.89	28.98	98.0	26.90	28.98	97.9
28/06/2018 1:13:45 PM	3613000425	1013.00	27.49	28.97	92.6	27.11	28.97	96.0	26.92	28.97	97.7	26.93	28.97	97.7
28/06/2018 1:13:46 PM	3613000426	1013.00	27.50	28.98	92.5	27.16	28.98	95.5	26.90	28.98	97.9	26.89	28.98	98.0
28/06/2018 1:13:47 PM	3613000427	1013.00	27.53	28.98	92.2	27.19	28.98	95.3	26.94	28.98	97.5	26.95	28.98	97.4
28/06/2018 1:13:48 PM	3613000428	1013.00	27.56	28.98	92.0	27.15	28.98	95.6	26.90	28.98	97.9	26.90	28.98	97.9
28/06/2018 1:13:49 PM	3613000429	1013.00	27.53	28.98	92.2	27.19	28.98	95.3	26.89	28.98	98.0	26.84	28.98	98.5
28/06/2018 1:13:50 PM	3613000430	1013.00	27.53	28.98	92.2	27.19	28.98	95.3	26.88	28.98	98.1	26.96	28.98	97.4
28/06/2018 1:13:51 PM	3613000431	1013.00	27.53	28.98	92.2	27.15	28.98	95.6	26.90	28.98	97.9	26.92	28.98	97.7
28/06/2018 1:13:52 PM	3613000432	1013.00	27.51	28.98	92.4	27.20	28.98	95.2	26.91	28.98	97.8	26.95	28.98	97.4
28/06/2018 1:13:53 PM	3613000433	1013.00	27.55	28.97	92.1	27.16	28.97	95.5	26.90	28.97	97.9	26.88	28.97	98.1
28/06/2018 1:13:54 PM	3613000434	1013.00	27.51	28.98	92.4	27.17	28.98	95.4	26.90	28.98	97.9	26.99	28.98	97.1
28/06/2018 1:13:55 PM	3613000435	1013.00	27.55	28.98	92.1	27.17	28.98	95.4	26.89	28.98	98.0	26.98	28.98	97.2
28/06/2018 1:13:56 PM	3613000436	1013.00	27.57	28.98	91.9	27.17	28.98	95.4	26.88	28.98	98.1	26.96	28.98	97.4
28/06/2018 1:13:57 PM	3613000437	1013.00	27.56	28.98	92.0	27.16	28.98	95.5	26.92	28.98	97.7	26.97	28.98	97.3
28/06/2018 1:13:58 PM	3613000438	1013.00	27.55	28.98	92.1	27.16	28.98	95.5	26.93	28.98	97.6	26.96	28.98	97.4
28/06/2018 1:13:59 PM	3613000439	1013.00	27.54	28.97	92.2	27.15	28.97	95.6	26.85	28.97	98.4	26.97	28.97	97.3
28/06/2018 1:14:00 PM	3613000440	1013.00	27.54	28.98	92.2	27.22	28.98	95.0	26.92	28.98	97.7	27.03	28.98	96.7
28/06/2018 1:14:00 PM	3613000440	1013.00	27.58	28.98	91.8	27.18	28.98	95.3	26.96	28.98	97.4	26.91	28.98	97.8
28/06/2018 1:14:02 PM	3613000442	1013.00	27.55	28.98	92.1	27.17	28.98	95.4	26.89	28.98	98.0	26.95	28.98	97.4
28/06/2018 1:14:03 PM	3613000443	1013.00	27.55	28.98	92.1	27.16	28.98	95.5	26.95	28.98	97.4	27.01	28.98	96.9
28/06/2018 1:14:04 PM	3613000444	1013.00	27.59	28.98	91.7	27.12	28.98	95.9	26.89	28.98	98.0	26.95	28.98	97.4
28/06/2018 1:14:05 PM	3613000445	1013.00	27.60	28.98	91.6	27.18	28.98	95.3	26.91	28.98	97.8	27.04	28.98	96.6
28/06/2018 1:14:06 PM	3613000446	1013.00	27.52	28.98	92.3	27.19	28.98	95.3	26.91	28.98	97.8	26.98	28.98	97.2
28/06/2018 1:14:07 PM	3613000447	1013.00	27.56	28.98	92.0	27.15	28.98	95.6	26.91	28.98	97.8	27.02	28.98	96.8
28/06/2018 1:14:08 PM	3613000448	1013.00	27.57	28.98	91.9	27.13	28.98	95.8	26.87	28.98	98.2	27.04	28.98	96.6
28/06/2018 1:14:09 PM	3613000449	1013.00	27.60	28.98	91.6	27.17	28.98	95.4	26.87	28.98	98.2	26.97	28.98	97.3
28/06/2018 1:14:10 PM	3613000450	1013.00	27.53	28.98	92.2	27.20	28.98	95.2	26.91	28.98	97.8	27.07	28.98	96.3
28/06/2018 1:14:11 PM	3613000451	1013.00	27.59	28.98	91.7	27.18	28.98	95.3	26.88	28.98	98.1	27.00	28.98	97.0
28/06/2018 1:14:12 PM	3613000452	1013.00	27.59	28.99	91.7	27.22	28.99	95.0	26.86	28.99	98.3	27.05	28.99	96.5
28/06/2018 1:14:13 PM	3613000453	1013.00	27.55	28.99	92.1	27.15	28.99	95.6	26.91	28.99	97.8	27.03	28.99	96.7
28/06/2018 1:14:14 PM	3613000454	1013.00	27.60	28.99	91.6	27.20	28.99	95.1	26.95	28.99	97.4	27.10	28.99	96.1
28/06/2018 1:14:15 PM	3613000455	1013.00	27.64	28.99	91.3	27.16	28.99	95.5	26.84	28.99	98.5	27.03	28.99	96.7
28/06/2018 1:14:16 PM	3613000456	1013.00	27.57	28.99	91.9	27.17	28.99	95.4	26.93	28.99	97.6	27.05	28.99	96.5
28/06/2018 1:14:17 PM	3613000457	1013.00	27.57	28.99	91.9	27.18	28.99	95.3	26.88	28.99	98.1	27.03	28.99	96.7
28/06/2018 1:14:18 PM	3613000458	1013.00	27.62	28.99	91.5	27.18	28.99	95.3	26.89	28.99	98.0	27.04	28.99	96.6
28/06/2018 1:14:19 PM	3613000459	1013.00	27.62	28.99	91.5	27.16	28.99	95.5	26.88	28.99	98.1	27.03	28.99	96.7
28/06/2018 1:14:20 PM	3613000460	1013.00	27.61	29.00	91.5	27.34	29.00	93.9	26.91	29.00	97.8	27.08	29.00	96.2
28/06/2018 1:14:21 PM	3613000461	1013.00	27.57	28.99	91.9	27.24	28.99	94.8	26.93	28.99	97.6	27.08	28.99	96.2
