Date & time of file creation	23/05/2018 12:28 PM													
Data file path	C:\Users\Seebacher\Desktop\Diego Barneche\23_05_2018\26_C_old_witrox_1.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	59.85	27.58	0.00	100.00	26.13	26.19	0.000						
S WOT 0041 000001   , CH 2	1	59.85	27.58	0.00	100.00	26.13	26.19	0.000						
S WOT 0041 000001   , CH 3	1	59.85	27.58	0.00	100.00	26.13	26.19	0.000						
S WOT 0041 000001   , CH 4	1	59.85	27.58	0.00	100.00	26.13	26.19	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
23/05/2018 12:30:47 PM	3609887447	1013.00	26.92	26.11	106.6	26.95	26.11	106.3	26.81	26.11	107.7	26.84	26.11	107.4
23/05/2018 12:30:48 PM	3609887448	1013.00	26.89	26.10	106.9	26.95	26.10	106.3	26.83	26.10	107.5	26.81	26.10	107.7
23/05/2018 12:30:49 PM	3609887449	1013.00	26.89	26.09	106.9	26.95	26.09	106.3	26.82	26.09	107.6	26.83	26.09	107.5
23/05/2018 12:30:50 PM	3609887450	1013.00	26.92	26.09	106.6	26.95	26.09	106.3	26.81	26.09	107.7	26.81	26.09	107.7
23/05/2018 12:30:51 PM	3609887451	1013.00	26.91	26.09	106.7	26.95	26.09	106.3	26.82	26.09	107.6	26.79	26.09	107.9
23/05/2018 12:30:52 PM	3609887452	1013.00	26.91	26.08	106.7	26.95	26.08	106.3	26.84	26.08	107.5	26.83	26.08	107.6
23/05/2018 12:30:53 PM	3609887453	1013.00	26.92	26.08	106.6	26.94	26.08	106.4	26.82	26.08	107.7	26.83	26.08	107.6
23/05/2018 12:30:54 PM	3609887454	1013.00	26.93	26.09	106.5	26.94	26.09	106.4	26.82	26.09	107.6	26.79	26.09	107.9
23/05/2018 12:30:55 PM	3609887455	1013.00	26.89	26.09	106.9	26.94	26.09	106.4	26.82	26.09	107.6	26.83	26.09	107.5
23/05/2018 12:30:56 PM	3609887456	1013.00	26.92	26.09	106.6	26.97	26.09	106.1	26.84	26.09	107.4	26.84	26.09	107.4
23/05/2018 12:30:57 PM	3609887457	1013.00	26.92	26.09	106.6	26.96	26.09	106.2	26.81	26.09	107.7	26.81	26.09	107.7
23/05/2018 12:30:58 PM	3609887458	1013.00	26.91	26.10	106.7	26.97	26.10	106.1	26.86	26.10	107.2	26.83	26.10	107.5
23/05/2018 12:30:59 PM	3609887459	1013.00	26.91	26.10	106.7	26.95	26.10	106.3	26.84	26.10	107.4	26.83	26.10	107.5
23/05/2018 12:31:00 PM	3609887460	1013.00	26.91	26.10	106.7	26.93	26.10	106.5	26.86	26.10	107.2	26.80	26.10	107.8
23/05/2018 12:31:01 PM	3609887461	1013.00	26.91	26.09	106.7	26.96	26.09	106.2	26.83	26.09	107.5	26.83	26.09	107.5
23/05/2018 12:31:02 PM	3609887462	1013.00	26.94	26.09	106.4	26.96	26.09	106.2	26.85	26.09	107.3	26.81	26.09	107.7
23/05/2018 12:31:03 PM	3609887463	1013.00	26.92	26.08	106.6	26.93	26.08	106.5	26.84	26.08	107.5	26.81	26.08	107.8
23/05/2018 12:31:04 PM	3609887464	1013.00	26.93	26.08	106.5	26.98	26.08	106.0	26.85	26.08	107.3	26.78	26.08	108.1
23/05/2018 12:31:05 PM	3609887465	1013.00	26.93	26.08	106.5	26.97	26.08	106.1	26.84	26.08	107.5	26.84	26.08	107.5
23/05/2018 12:31:06 PM	3609887466	1013.00	26.89	26.07	107.0	26.95	26.07	106.4	26.84	26.07	107.5	26.82	26.07	107.7
23/05/2018 12:31:07 PM	3609887467	1013.00	26.92	26.07	106.7	26.97	26.07	106.1	26.78	26.07	108.1	26.82	26.07	107.7
23/05/2018 12:31:08 PM	3609887468	1013.00	26.90	26.07	106.9	26.91	26.07	106.8	26.83	26.07	107.6	26.82	26.07	107.7
23/05/2018 12:31:09 PM	3609887469	1013.00	26.91	26.08	106.7	26.97	26.08	106.1	26.84	26.08	107.5	26.82	26.08	107.7
23/05/2018 12:31:10 PM	3609887470	1013.00	26.92	26.08	106.6	26.94	26.08	106.4	26.81	26.08	107.8	26.84	26.08	107.5
23/05/2018 12:31:11 PM	3609887471	1013.00	26.91	26.08	106.7	26.92	26.08	106.6	26.80	26.08	107.9	26.84	26.08	107.5
23/05/2018 12:31:12 PM	3609887472	1013.00	26.92	26.09	106.6	26.96	26.09	106.2	26.84	26.09	107.4	26.80	26.09	107.8
23/05/2018 12:31:13 PM	3609887473	1013.00	26.92	26.09	106.6	26.98	26.09	106.0	26.81	26.09	107.7	26.82	26.09	107.6
23/05/2018 12:31:14 PM	3609887474	1013.00	26.90	26.09	106.8	26.98	26.09	106.0	26.80	26.09	107.8	26.83	26.09	107.5
23/05/2018 12:31:15 PM	3609887475	1013.00	26.93	26.09	106.5	27.02	26.09	105.6	26.85	26.09	107.3	26.81	26.09	107.7
23/05/2018 12:31:16 PM	3609887476	1013.00	26.95	26.09	106.3	26.98	26.09	106.0	26.82	26.09	107.6	26.80	26.09	107.8
23/05/2018 12:31:17 PM	3609887477	1013.00	26.93	26.08	106.5	26.96	26.08	106.2	26.84	26.08	107.5	26.84	26.08	107.5
23/05/2018 12:31:18 PM	3609887478	1013.00	26.91	26.08	106.7	26.99	26.08	105.9	26.79	26.08	108.0	26.79	26.08	108.0
23/05/2018 12:31:19 PM	3609887479	1013.00	26.93	26.08	106.5	26.97	26.08	106.1	26.82	26.08	107.7	26.81	26.08	107.8
23/05/2018 12:31:20 PM	3609887480	1013.00	26.93	26.09	106.5	26.97	26.09	106.1	26.81	26.09	107.7	26.82	26.09	107.6
23/05/2018 12:31:21 PM	3609887481	1013.00	26.92	26.09	106.6	26.98	26.09	106.0	26.86	26.09	107.2	26.81	26.09	107.7
23/05/2018 12:31:22 PM	3609887482	1013.00	26.92	26.10	106.6	27.00	26.10	105.8	26.82	26.10	107.6	26.82	26.10	107.6
23/05/2018 12:31:23 PM	3609887483	1013.00	26.90	26.10	106.8	26.97	26.10	106.1	26.84	26.10	107.4	26.81	26.10	107.7
23/05/2018 12:31:24 PM	3609887484	1013.00	26.95	26.09	106.3	26.98	26.09	106.0	26.84	26.09	107.4	26.83	26.09	107.5
23/05/2018 12:31:25 PM	3609887485	1013.00	26.91	26.09	106.7	26.95	26.09	106.3	26.81	26.09	107.7	26.81	26.09	107.7
23/05/2018 12:31:26 PM	3609887486	1013.00	26.92	26.08	106.6	26.96	26.08	106.2	26.85	26.08	107.3	26.86	26.08	107.2
23/05/2018 12:31:27 PM	3609887487	1013.00	26.92	26.08	106.6	26.97	26.08	106.1	26.86	26.08	107.2	26.83	26.08	107.6
23/05/2018 12:31:28 PM	3609887488	1013.00	26.93	26.08	106.5	27.00	26.08	105.8	26.86	26.08	107.2	26.81	26.08	107.8
23/05/2018 12:31:29 PM	3609887489	1013.00	26.93	26.09	106.5	26.97	26.09	106.1	26.78	26.09	108.1	26.80	26.09	107.8
23/05/2018 12:31:30 PM	3609887490	1013.00	26.93	26.09	106.5	26.98	26.09	106.0	26.88	26.09	107.0	26.80	26.09	107.8
23/05/2018 12:31:31 PM	3609887491	1013.00	26.93	26.10	106.5	27.00	26.10	105.8	26.84	26.10	107.4	26.82	26.10	107.6
23/05/2018 12:31:32 PM	3609887492	1013.00	26.91	26.10	106.7	26.95	26.10	106.3	26.82	26.10	107.6	26.81	26.10	107.7
23/05/2018 12:31:33 PM	3609887493	1013.00	26.96	26.10	106.2	26.99	26.10	105.9	26.81	26.10	107.7	26.83	26.10	107.5
23/05/2018 12:31:34 PM	3609887494	1013.00	26.94	26.11	106.4	26.97	26.11	106.1	26.85	26.11	107.3	26.83	26.11	107.5
23/05/2018 12:31:35 PM	3609887495	1013.00	26.96	26.10	106.2	27.00	26.10	105.8	26.82	26.10	107.6	26.83	26.10	107.5
23/05/2018 12:31:36 PM	3609887496	1013.00	26.95	26.10	106.3	26.99	26.10	105.9	26.81	26.10	107.7	26.82	26.10	107.6
23/05/2018 12:31:37 PM	3609887497	1013.00	26.93	26.10	106.5	26.96	26.10	106.2	26.83	26.10	107.5	26.85	26.10	107.3
