Date & time of file creation	24/05/2018 11:49 AM													
Data file path	C:\Users\Seebacher\Desktop\Diego Barneche\24_05_2018\32_C_old_witrox_3.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	59.38	26.68	0.00	100.00	32.23	32.15	0.000						
S WOT 0041 000001   , CH 2	1	59.38	26.68	0.00	100.00	32.23	32.15	0.000						
S WOT 0041 000001   , CH 3	1	59.38	26.68	0.00	100.00	32.23	32.15	0.000						
S WOT 0041 000001   , CH 4	1	59.38	26.68	0.00	100.00	32.23	32.15	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
24/05/2018 11:50:30 AM	3609971430	1013.00	25.90	32.33	107.5	26.07	32.33	105.7	25.87	32.33	107.8	NaN	32.33	NaN
24/05/2018 11:50:31 AM	3609971431	1013.00	25.96	32.34	106.9	26.04	32.34	106.0	25.87	32.34	107.8	NaN	32.34	NaN
24/05/2018 11:50:32 AM	3609971432	1013.00	25.89	32.34	107.6	26.07	32.34	105.7	25.87	32.34	107.8	NaN	32.34	NaN
24/05/2018 11:50:33 AM	3609971433	1013.00	25.94	32.34	107.1	26.05	32.34	105.9	25.83	32.34	108.2	NaN	32.34	NaN
24/05/2018 11:50:34 AM	3609971434	1013.00	25.92	32.35	107.3	26.03	32.35	106.1	25.83	32.35	108.2	NaN	32.35	NaN
24/05/2018 11:50:35 AM	3609971435	1013.00	25.95	32.36	106.9	26.08	32.36	105.6	25.86	32.36	107.9	NaN	32.36	NaN
24/05/2018 11:50:36 AM	3609971436	1013.00	25.88	32.35	107.7	26.05	32.35	105.9	25.86	32.35	107.9	NaN	32.35	NaN
24/05/2018 11:50:37 AM	3609971437	1013.00	25.93	32.36	107.1	26.06	32.36	105.8	25.89	32.36	107.6	NaN	32.36	NaN
24/05/2018 11:50:38 AM	3609971438	1013.00	25.92	32.36	107.2	26.06	32.36	105.8	25.83	32.36	108.2	NaN	32.36	NaN
24/05/2018 11:50:39 AM	3609971439	1013.00	25.92	32.35	107.3	26.03	32.35	106.1	25.87	32.35	107.8	NaN	32.35	NaN
24/05/2018 11:50:40 AM	3609971440	1013.00	25.90	32.35	107.5	26.03	32.35	106.1	25.87	32.35	107.8	NaN	32.35	NaN
24/05/2018 11:50:41 AM	3609971441	1013.00	25.94	32.35	107.0	26.08	32.35	105.6	25.85	32.35	108.0	NaN	32.35	NaN
24/05/2018 11:50:42 AM	3609971442	1013.00	25.94	32.34	107.1	26.04	32.34	106.0	25.90	32.34	107.5	NaN	32.34	NaN
24/05/2018 11:50:43 AM	3609971443	1013.00	25.92	32.34	107.3	26.00	32.34	106.4	25.89	32.34	107.6	NaN	32.34	NaN
24/05/2018 11:50:44 AM	3609971444	1013.00	25.92	32.34	107.3	26.07	32.34	105.7	25.87	32.34	107.8	NaN	32.34	NaN
24/05/2018 11:50:45 AM	3609971445	1013.00	25.89	32.34	107.6	26.07	32.34	105.7	25.83	32.34	108.2	NaN	32.34	NaN
24/05/2018 11:50:46 AM	3609971446	1013.00	25.89	32.34	107.6	26.06	32.34	105.8	25.86	32.34	107.9	NaN	32.34	NaN
24/05/2018 11:50:47 AM	3609971447	1013.00	25.91	32.34	107.4	26.09	32.34	105.5	25.89	32.34	107.6	NaN	32.34	NaN
24/05/2018 11:50:48 AM	3609971448	1013.00	25.92	32.33	107.3	26.05	32.33	105.9	25.84	32.33	108.1	NaN	32.33	NaN
24/05/2018 11:50:49 AM	3609971449	1013.00	25.90	32.33	107.5	26.03	32.33	106.2	25.87	32.33	107.8	NaN	32.33	NaN
24/05/2018 11:50:50 AM	3609971450	1013.00	25.92	32.33	107.3	26.05	32.33	105.9	25.84	32.33	108.1	NaN	32.33	NaN
24/05/2018 11:50:51 AM	3609971451	1013.00	25.91	32.33	107.4	26.03	32.33	106.2	25.85	32.33	108.0	NaN	32.33	NaN
24/05/2018 11:50:52 AM	3609971452	1013.00	25.89	32.33	107.6	26.08	32.33	105.6	25.85	32.33	108.0	NaN	32.33	NaN
24/05/2018 11:50:53 AM	3609971453	1013.00	25.92	32.34	107.3	26.07	32.34	105.7	25.84	32.34	108.1	NaN	32.34	NaN
24/05/2018 11:50:54 AM	3609971454	1013.00	25.92	32.33	107.3	26.06	32.33	105.8	25.86	32.33	107.9	NaN	32.33	NaN
24/05/2018 11:50:55 AM	3609971455	1013.00	25.92	32.33	107.3	26.05	32.33	105.9	25.87	32.33	107.8	NaN	32.33	NaN
24/05/2018 11:50:56 AM	3609971456	1013.00	25.88	32.34	107.7	26.04	32.34	106.0	25.87	32.34	107.8	NaN	32.34	NaN
24/05/2018 11:50:57 AM	3609971457	1013.00	25.91	32.34	107.4	26.06	32.34	105.8	25.88	32.34	107.7	NaN	32.34	NaN
24/05/2018 11:50:58 AM	3609971458	1013.00	25.90	32.33	107.5	26.07	32.33	105.7	25.83	32.33	108.2	NaN	32.33	NaN
24/05/2018 11:50:59 AM	3609971459	1013.00	25.93	32.34	107.2	26.09	32.34	105.5	25.87	32.34	107.8	NaN	32.34	NaN
24/05/2018 11:51:00 AM	3609971460	1013.00	25.91	32.34	107.4	26.02	32.34	106.2	25.87	32.34	107.8	NaN	32.34	NaN
24/05/2018 11:51:01 AM	3609971461	1013.00	25.94	32.35	107.0	26.03	32.35	106.1	25.87	32.35	107.8	NaN	32.35	NaN
24/05/2018 11:51:02 AM	3609971462	1013.00	25.93	32.34	107.2	26.06	32.34	105.8	25.85	32.34	108.0	NaN	32.34	NaN
24/05/2018 11:51:03 AM	3609971463	1013.00	25.89	32.35	107.6	26.04	32.35	106.0	25.88	32.35	107.7	NaN	32.35	NaN
24/05/2018 11:51:04 AM	3609971464	1013.00	25.95	32.35	106.9	26.07	32.35	105.7	25.87	32.35	107.8	NaN	32.35	NaN
24/05/2018 11:51:05 AM	3609971465	1013.00	25.89	32.34	107.6	26.06	32.34	105.8	25.85	32.34	108.0	NaN	32.34	NaN
24/05/2018 11:51:06 AM	3609971466	1013.00	25.94	32.34	107.1	26.03	32.34	106.1	25.85	32.34	108.0	NaN	32.34	NaN
24/05/2018 11:51:07 AM	3609971467	1013.00	25.91	32.34	107.4	26.08	32.34	105.6	25.85	32.34	108.0	NaN	32.34	NaN
