Date & time of file creation	27/06/2018 1:37 PM													
Data file path	C:\Users\ameli\Desktop\Diego Barneche\27_06_2018\26_C_new_witrox_18.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	59.30	26.84	0.00	100.00	26.24	26.19	0.000						
SDWD0003000199      , CH 2	1	59.30	26.84	0.00	100.00	26.24	26.19	0.000						
SDWD0003000199      , CH 3	1	59.30	26.84	0.00	100.00	26.24	26.19	0.000						
SDWD0003000199      , CH 4	1	59.30	26.84	0.00	100.00	26.24	26.19	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
27/06/2018 1:45:39 PM	3612915939	1013.00	27.59	26.29	93.0	27.31	26.29	95.5	27.03	26.29	98.0	26.97	26.29	98.6
27/06/2018 1:45:40 PM	3612915940	1013.00	27.58	26.29	93.1	27.34	26.29	95.2	26.98	26.29	98.5	27.03	26.29	98.0
27/06/2018 1:45:41 PM	3612915941	1013.00	27.58	26.29	93.1	27.31	26.29	95.5	27.03	26.29	98.0	26.98	26.29	98.5
27/06/2018 1:45:42 PM	3612915942	1013.00	27.59	26.30	93.0	27.28	26.30	95.7	26.98	26.30	98.5	26.98	26.30	98.5
27/06/2018 1:45:43 PM	3612915943	1013.00	27.57	26.30	93.1	27.35	26.30	95.1	27.04	26.30	97.9	26.98	26.30	98.5
27/06/2018 1:45:44 PM	3612915944	1013.00	27.55	26.30	93.3	27.33	26.30	95.3	26.95	26.30	98.8	26.98	26.30	98.5
27/06/2018 1:45:45 PM	3612915945	1013.00	27.58	26.30	93.1	27.30	26.30	95.5	27.00	26.30	98.3	26.93	26.30	99.0
27/06/2018 1:45:46 PM	3612915946	1013.00	27.58	26.30	93.1	27.29	26.30	95.6	27.03	26.30	98.0	26.95	26.30	98.8
27/06/2018 1:45:47 PM	3612915947	1013.00	27.56	26.29	93.3	27.31	26.29	95.5	27.02	26.29	98.1	26.97	26.29	98.6
