Date & time of file creation	4/07/2018 1:18 PM													
Data file path	C:\Users\ameli\Desktop\Diego Barneche\04_07_2018\26_C_old_witrox_21.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	59.66	27.52	0.00	100.00	26.19	26.30	0.000						
S WOT 0041 000001   , CH 2	1	59.66	27.52	0.00	100.00	26.19	26.30	0.000						
S WOT 0041 000001   , CH 3	1	59.66	27.52	0.00	100.00	26.19	26.30	0.000						
S WOT 0041 000001   , CH 4	1	59.66	27.52	0.00	100.00	26.19	26.30	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
4/07/2018 1:19:33 PM	3613519173	1013.00	27.19	26.36	103.1	27.06	26.36	104.3	26.86	26.36	106.3	NaN	26.36	NaN
4/07/2018 1:19:34 PM	3613519174	1013.00	27.21	26.36	102.9	27.05	26.36	104.4	26.91	26.36	105.8	NaN	26.36	NaN
4/07/2018 1:19:35 PM	3613519175	1013.00	27.19	26.36	103.1	27.06	26.36	104.3	26.86	26.36	106.3	NaN	26.36	NaN
4/07/2018 1:19:36 PM	3613519176	1013.00	27.18	26.37	103.1	27.04	26.37	104.5	26.86	26.37	106.3	NaN	26.37	NaN
4/07/2018 1:19:37 PM	3613519177	1013.00	27.19	26.36	103.1	27.04	26.36	104.5	26.88	26.36	106.1	NaN	26.36	NaN
