Date & time of file creation	11/07/2018 10:35 AM													
Data file path	C:\Users\ameli\Desktop\Diego Barneche\2018_07_11\26_C_new_witrox_22.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	59.63	27.03	0.00	100.00	25.99	25.93	0.000						
SDWD0003000199      , CH 2	1	59.63	27.03	0.00	100.00	25.99	25.93	0.000						
SDWD0003000199      , CH 3	1	59.63	27.03	0.00	100.00	25.99	25.93	0.000						
SDWD0003000199      , CH 4	1	59.63	27.03	0.00	100.00	25.99	25.93	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
11/07/2018 10:35:56 AM	3614114156	1013.00	26.48	25.99	105.3	26.46	25.99	105.5	26.35	25.99	106.6	26.48	25.99	105.3
11/07/2018 10:35:57 AM	3614114157	1013.00	26.48	25.99	105.3	26.50	25.99	105.1	26.38	25.99	106.3	26.48	25.99	105.3
11/07/2018 10:35:58 AM	3614114158	1013.00	26.47	25.99	105.4	26.50	25.99	105.1	26.39	25.99	106.2	26.48	25.99	105.3
11/07/2018 10:35:59 AM	3614114159	1013.00	26.48	25.99	105.3	26.47	25.99	105.4	26.37	25.99	106.4	26.50	25.99	105.1
11/07/2018 10:36:00 AM	3614114160	1013.00	26.42	25.99	105.9	26.51	25.99	105.0	26.37	25.99	106.4	26.47	25.99	105.4
11/07/2018 10:36:01 AM	3614114161	1013.00	26.47	25.99	105.4	26.48	25.99	105.3	26.41	25.99	106.0	26.51	25.99	105.0
11/07/2018 10:36:02 AM	3614114162	1013.00	26.48	25.99	105.3	26.47	25.99	105.4	26.40	25.99	106.1	26.48	25.99	105.3
11/07/2018 10:36:03 AM	3614114163	1013.00	26.49	26.00	105.2	26.51	26.00	105.0	26.37	26.00	106.4	26.47	26.00	105.4
11/07/2018 10:36:04 AM	3614114164	1013.00	26.46	26.00	105.5	26.52	26.00	104.9	26.39	26.00	106.2	26.45	26.00	105.6
11/07/2018 10:36:05 AM	3614114165	1013.00	26.49	25.99	105.2	26.45	25.99	105.6	26.36	25.99	106.5	26.49	25.99	105.2
11/07/2018 10:36:06 AM	3614114166	1013.00	26.50	25.98	105.1	26.46	25.98	105.5	26.36	25.98	106.5	26.47	25.98	105.4
