Date & time of file creation	27/06/2018 10:45 AM													
Data file path	C:\Users\ameli\Desktop\Diego Barneche\27_06_2018\26_C_old_witrox_16.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	59.78	27.37	0.00	100.00	26.35	26.26	0.000						
S WOT 0041 000001   , CH 2	1	59.78	27.37	0.00	100.00	26.35	26.26	0.000						
S WOT 0041 000001   , CH 3	1	59.78	27.37	0.00	100.00	26.35	26.26	0.000						
S WOT 0041 000001   , CH 4	1	59.78	27.37	0.00	100.00	26.35	26.26	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
27/06/2018 10:46:04 AM	3612905164	1013.00	27.06	26.30	102.9	26.98	26.30	103.7	26.97	26.30	103.8	26.92	26.30	104.3
27/06/2018 10:46:05 AM	3612905165	1013.00	27.07	26.31	102.8	26.96	26.31	103.9	26.95	26.31	104.0	26.89	26.31	104.6
27/06/2018 10:46:06 AM	3612905166	1013.00	27.08	26.30	102.7	26.96	26.30	103.9	26.92	26.30	104.3	26.89	26.30	104.6
27/06/2018 10:46:07 AM	3612905167	1013.00	27.05	26.31	103.0	26.95	26.31	104.0	27.00	26.31	103.5	26.90	26.31	104.5
27/06/2018 10:46:08 AM	3612905168	1013.00	27.08	26.31	102.7	26.99	26.31	103.6	26.93	26.31	104.2	26.90	26.31	104.5
27/06/2018 10:46:09 AM	3612905169	1013.00	27.02	26.30	103.3	26.98	26.30	103.7	26.97	26.30	103.8	26.89	26.30	104.6
27/06/2018 10:46:10 AM	3612905170	1013.00	27.05	26.30	103.0	26.95	26.30	104.0	26.99	26.30	103.6	26.89	26.30	104.6
27/06/2018 10:46:11 AM	3612905171	1013.00	27.06	26.30	102.9	26.95	26.30	104.0	26.96	26.30	103.9	26.91	26.30	104.4
27/06/2018 10:46:12 AM	3612905172	1013.00	27.04	26.30	103.1	27.04	26.30	103.1	26.95	26.30	104.0	26.89	26.30	104.6
27/06/2018 10:46:13 AM	3612905173	1013.00	27.06	26.30	102.9	26.97	26.30	103.8	26.98	26.30	103.7	26.90	26.30	104.5
27/06/2018 10:46:14 AM	3612905174	1013.00	27.04	26.29	103.1	26.97	26.29	103.8	26.97	26.29	103.8	26.91	26.29	104.4
27/06/2018 10:46:15 AM	3612905175	1013.00	27.02	26.29	103.3	26.98	26.29	103.7	26.94	26.29	104.1	26.91	26.29	104.4
27/06/2018 10:46:16 AM	3612905176	1013.00	27.04	26.29	103.1	27.02	26.29	103.3	26.94	26.29	104.1	26.89	26.29	104.6
27/06/2018 10:46:17 AM	3612905177	1013.00	27.06	26.29	102.9	27.01	26.29	103.4	26.93	26.29	104.2	26.89	26.29	104.6
27/06/2018 10:46:18 AM	3612905178	1013.00	27.04	26.29	103.1	26.96	26.29	103.9	26.94	26.29	104.1	26.91	26.29	104.4
27/06/2018 10:46:19 AM	3612905179	1013.00	27.07	26.29	102.8	26.97	26.29	103.8	26.96	26.29	103.9	26.89	26.29	104.6
27/06/2018 10:46:20 AM	3612905180	1013.00	27.04	26.29	103.1	26.98	26.29	103.7	26.96	26.29	103.9	26.89	26.29	104.6
27/06/2018 10:46:21 AM	3612905181	1013.00	27.06	26.29	102.9	27.02	26.29	103.3	26.95	26.29	104.0	26.90	26.29	104.5
