Date & time of file creation	25/05/2018 10:47 AM													
Data file path	C:\Users\Seebacher\Desktop\Diego Barneche\25_05_2018\29_C_old_witrox_3.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	59.68	27.10	0.00	100.00	29.09	29.21	0.000						
S WOT 0041 000001   , CH 2	1	59.68	27.10	0.00	100.00	29.09	29.21	0.000						
S WOT 0041 000001   , CH 3	1	59.68	27.10	0.00	100.00	29.09	29.21	0.000						
S WOT 0041 000001   , CH 4	1	59.68	27.10	0.00	100.00	29.09	29.21	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
25/05/2018 10:54:46 AM	3610054486	1013.00	26.39	29.51	106.5	26.41	29.51	106.3	26.15	29.51	109.0	NaN	29.51	NaN
25/05/2018 10:54:47 AM	3610054487	1013.00	26.44	29.50	106.0	26.36	29.50	106.8	26.15	29.50	109.0	NaN	29.50	NaN
25/05/2018 10:54:48 AM	3610054488	1013.00	26.46	29.50	105.8	26.38	29.50	106.6	26.18	29.50	108.7	NaN	29.50	NaN
25/05/2018 10:54:49 AM	3610054489	1013.00	26.43	29.50	106.1	26.38	29.50	106.6	26.21	29.50	108.4	NaN	29.50	NaN
25/05/2018 10:54:50 AM	3610054490	1013.00	26.44	29.50	106.0	26.37	29.50	106.7	26.19	29.50	108.6	NaN	29.50	NaN
25/05/2018 10:54:51 AM	3610054491	1013.00	26.45	29.51	105.9	26.37	29.51	106.7	26.17	29.51	108.8	NaN	29.51	NaN
25/05/2018 10:54:52 AM	3610054492	1013.00	26.43	29.51	106.1	26.40	29.51	106.4	26.19	29.51	108.6	NaN	29.51	NaN
25/05/2018 10:54:53 AM	3610054493	1013.00	26.42	29.51	106.2	26.41	29.51	106.3	26.20	29.51	108.4	NaN	29.51	NaN
25/05/2018 10:54:54 AM	3610054494	1013.00	26.41	29.51	106.3	26.36	29.51	106.8	26.16	29.51	108.9	NaN	29.51	NaN
