Date & time of file creation	13/07/2018 10:05 AM													
Data file path	C:\Users\ameli\Desktop\Diego Barneche\2018_07_13\29_C_old_witrox_24.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	60.10	28.65	0.00	100.00	20.16	20.12	0.000						
S WOT 0041 000001   , CH 2	1	60.10	28.65	0.00	100.00	20.16	20.12	0.000						
S WOT 0041 000001   , CH 3	1	60.10	28.65	0.00	100.00	20.16	20.12	0.000						
S WOT 0041 000001   , CH 4	1	60.10	28.65	0.00	100.00	20.16	20.12	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
13/07/2018 10:14:50 AM	3614285690	1013.00	26.79	29.30	101.1	26.79	29.30	101.1	26.45	29.30	104.5	NaN	29.30	NaN
13/07/2018 10:14:51 AM	3614285691	1013.00	26.80	29.30	101.0	26.71	29.30	101.9	26.47	29.30	104.3	NaN	29.30	NaN
13/07/2018 10:14:52 AM	3614285692	1013.00	26.81	29.31	100.9	26.79	29.31	101.1	26.46	29.31	104.3	NaN	29.31	NaN
13/07/2018 10:14:53 AM	3614285693	1013.00	26.82	29.31	100.8	26.73	29.31	101.7	26.43	29.31	104.7	NaN	29.31	NaN
13/07/2018 10:14:54 AM	3614285694	1013.00	26.79	29.31	101.1	26.78	29.31	101.2	26.47	29.31	104.2	NaN	29.31	NaN
13/07/2018 10:14:55 AM	3614285695	1013.00	26.81	29.30	100.9	26.80	29.30	101.0	26.45	29.30	104.5	NaN	29.30	NaN
13/07/2018 10:14:56 AM	3614285696	1013.00	26.79	29.30	101.1	26.75	29.30	101.5	26.46	29.30	104.4	NaN	29.30	NaN
13/07/2018 10:14:57 AM	3614285697	1013.00	26.78	29.29	101.2	26.78	29.29	101.2	26.42	29.29	104.8	NaN	29.29	NaN
13/07/2018 10:14:58 AM	3614285698	1013.00	26.83	29.28	100.8	26.81	29.28	101.0	26.46	29.28	104.4	NaN	29.28	NaN
13/07/2018 10:14:59 AM	3614285699	1013.00	26.84	29.29	100.7	26.77	29.29	101.3	26.51	29.29	103.9	NaN	29.29	NaN
13/07/2018 10:15:00 AM	3614285700	1013.00	26.80	29.29	101.0	26.75	29.29	101.5	26.50	29.29	104.0	NaN	29.29	NaN
13/07/2018 10:15:01 AM	3614285701	1013.00	26.80	29.29	101.0	26.80	29.29	101.0	26.44	29.29	104.6	NaN	29.29	NaN
13/07/2018 10:15:02 AM	3614285702	1013.00	26.83	29.30	100.7	26.84	29.30	100.6	26.47	29.30	104.3	NaN	29.30	NaN
13/07/2018 10:15:03 AM	3614285703	1013.00	26.80	29.30	101.0	26.83	29.30	100.7	26.51	29.30	103.9	NaN	29.30	NaN
13/07/2018 10:15:04 AM	3614285704	1013.00	26.82	29.29	100.8	26.77	29.29	101.3	26.48	29.29	104.2	NaN	29.29	NaN
13/07/2018 10:15:05 AM	3614285705	1013.00	26.81	29.30	100.9	26.78	29.30	101.2	26.45	29.30	104.5	NaN	29.30	NaN
13/07/2018 10:15:06 AM	3614285706	1013.00	26.81	29.30	100.9	26.79	29.30	101.1	26.48	29.30	104.2	NaN	29.30	NaN
13/07/2018 10:15:07 AM	3614285707	1013.00	26.83	29.30	100.7	26.75	29.30	101.5	26.52	29.30	103.8	NaN	29.30	NaN
13/07/2018 10:15:08 AM	3614285708	1013.00	26.84	29.29	100.7	26.74	29.29	101.6	26.52	29.29	103.8	NaN	29.29	NaN
13/07/2018 10:15:09 AM	3614285709	1013.00	26.83	29.30	100.7	26.78	29.30	101.2	26.52	29.30	103.8	NaN	29.30	NaN
13/07/2018 10:15:10 AM	3614285710	1013.00	26.84	29.30	100.6	26.79	29.30	101.1	26.42	29.30	104.8	NaN	29.30	NaN
13/07/2018 10:15:11 AM	3614285711	1013.00	26.82	29.29	100.8	26.78	29.29	101.2	26.47	29.29	104.3	NaN	29.29	NaN
13/07/2018 10:15:12 AM	3614285712	1013.00	26.82	29.29	100.8	26.75	29.29	101.5	26.52	29.29	103.8	NaN	29.29	NaN
13/07/2018 10:15:13 AM	3614285713	1013.00	26.79	29.30	101.1	26.79	29.30	101.1	26.50	29.30	104.0	NaN	29.30	NaN
13/07/2018 10:15:14 AM	3614285714	1013.00	26.80	29.30	101.0	26.85	29.30	100.5	26.44	29.30	104.6	NaN	29.30	NaN
13/07/2018 10:15:15 AM	3614285715	1013.00	26.81	29.30	100.9	26.79	29.30	101.1	26.50	29.30	104.0	NaN	29.30	NaN
13/07/2018 10:15:16 AM	3614285716	1013.00	26.83	29.30	100.7	26.81	29.30	100.9	26.49	29.30	104.1	NaN	29.30	NaN
13/07/2018 10:15:17 AM	3614285717	1013.00	26.85	29.30	100.5	26.83	29.30	100.7	26.46	29.30	104.4	NaN	29.30	NaN
13/07/2018 10:15:18 AM	3614285718	1013.00	26.84	29.30	100.6	26.83	29.30	100.7	26.48	29.30	104.2	NaN	29.30	NaN
13/07/2018 10:15:19 AM	3614285719	1013.00	26.83	29.29	100.7	26.79	29.29	101.1	26.45	29.29	104.5	NaN	29.29	NaN
13/07/2018 10:15:20 AM	3614285720	1013.00	26.80	29.29	101.0	26.79	29.29	101.1	26.45	29.29	104.5	NaN	29.29	NaN
13/07/2018 10:15:21 AM	3614285721	1013.00	26.82	29.29	100.8	26.81	29.29	100.9	26.49	29.29	104.1	NaN	29.29	NaN
13/07/2018 10:15:22 AM	3614285722	1013.00	26.80	29.28	101.1	26.81	29.28	101.0	26.44	29.28	104.6	NaN	29.28	NaN
13/07/2018 10:15:23 AM	3614285723	1013.00	26.83	29.27	100.8	26.76	29.27	101.5	26.43	29.27	104.7	NaN	29.27	NaN
13/07/2018 10:15:24 AM	3614285724	1013.00	26.83	29.28	100.8	26.74	29.28	101.6	26.50	29.28	104.0	NaN	29.28	NaN
13/07/2018 10:15:25 AM	3614285725	1013.00	26.82	29.28	100.9	26.81	29.28	101.0	26.47	29.28	104.3	NaN	29.28	NaN
13/07/2018 10:15:26 AM	3614285726	1013.00	26.82	29.29	100.8	26.83	29.29	100.7	26.44	29.29	104.6	NaN	29.29	NaN
13/07/2018 10:15:27 AM	3614285727	1013.00	26.83	29.29	100.7	26.85	29.29	100.6	26.50	29.29	104.0	NaN	29.29	NaN
13/07/2018 10:15:28 AM	3614285728	1013.00	26.84	29.29	100.7	26.79	29.29	101.1	26.50	29.29	104.0	NaN	29.29	NaN
13/07/2018 10:15:29 AM	3614285729	1013.00	26.86	29.29	100.5	26.85	29.29	100.6	26.46	29.29	104.4	NaN	29.29	NaN
13/07/2018 10:15:30 AM	3614285730	1013.00	26.84	29.28	100.7	26.91	29.28	100.0	26.48	29.28	104.2	NaN	29.28	NaN
13/07/2018 10:15:31 AM	3614285731	1013.00	26.82	29.27	100.9	26.84	29.27	100.7	26.49	29.27	104.1	NaN	29.27	NaN
13/07/2018 10:15:32 AM	3614285732	1013.00	26.83	29.27	100.8	26.83	29.27	100.8	26.45	29.27	104.5	NaN	29.27	NaN
13/07/2018 10:15:33 AM	3614285733	1013.00	26.80	29.27	101.1	26.86	29.27	100.5	26.48	29.27	104.2	NaN	29.27	NaN
13/07/2018 10:15:34 AM	3614285734	1013.00	26.82	29.27	100.9	26.87	29.27	100.4	26.45	29.27	104.5	NaN	29.27	NaN
13/07/2018 10:15:35 AM	3614285735	1013.00	26.81	29.27	101.0	26.86	29.27	100.5	26.45	29.27	104.5	NaN	29.27	NaN
